Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hur fick du reda på information om iZettle?,"2. 2. Hur nöjd är du i helhet med iZettle, på en skala 1 till 10?",3. 3. Hur sannolikt är det att du skulle rekommendera iZettle till en vän eller kollega?,"4.1. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Vår kommunikation (t.ex. om nya funktioner, tips och trick, kontouppdateringar)","4.2. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Utbetalningar","4.3. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kortläsare","4.4. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Att ta betalt","4.5. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Att erbjuda kunder kvitton","4.6. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kompatibilitet med tillbehör (t.ex. skrivare, ställ, streckkodsläsare osv.)

","4.7. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kundsupport","4.8. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Det totala beloppet du kan acceptera per kortbetalning","4.9. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Transaktionsavgifter","4.10. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Ditt konto på my.izettle.com","4.11. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Försäljningsrapporter",5. 5. Vilka av följande produkter/tjänster/lösningar tror eller vet du att iZettle kan erbjuda småföretag?,,,,,,,,,,,6. 6. Vi vill alltid utvecklas och förbättra tjänsten för våra kunder. Ange nedan om det finns något du är missnöjd med:,7. 7. Vi vill alltid utvecklas och förbättra tjänsten för våra kunder. Ange nedan om det är någon funktion som du saknar idag:
2019-06-18 06:03:54 UTC,2019-06-18 06:08:17 UTC,completed,windows,Microsoft Edge 16.16299,fe7677ca-4a1d-11e9-b2d3-77d882a43328,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",6,5,4,3,5,5,5,5,2,5,3,3,4,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,,,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,"Jag tycker det har varit långsam återkoppling hos kundtjänst. Vi fick även en felbeställning, en docka som skickades tillbaka till oss igen. Nu har den legat hos oss i 1 månad snart med ett löfte om att någon från iZettle ska hämta upp den. Men ingen återkoppling ges. Mailade igen igår.",vet ej
2019-06-18 19:15:38 UTC,2019-06-18 19:17:15 UTC,completed,android,Chrome 67.0.3396.87,a9ee3bf6-4b4a-11e9-9419-fd0cf5027aea,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,5,5,5,4,3,5,5,5,5,5,5,Kortläsare,,,,,,,,,,,Inget,Vet ej
2019-06-19 08:16:18 UTC,2019-06-19 08:29:27 UTC,completed,windows,Chrome 75.0.3770.100,a8226ec6-44cb-11e9-9e01-447179844344,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,5,5,5,5,5,5,5,5,5,5,5,Kortläsare,,,,,,,,,,,inget,ingen
2019-06-20 05:57:07 UTC,2019-06-20 06:02:11 UTC,completed,windows,Microsoft Edge 17.17134,23764a50-6d56-11e8-952e-aa27f832bdc7,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",9,10,NA,3,4,4,4,5,5,5,4,5,5,Kortläsare,,,,,,,,,,,jag är nöjd,inte för mitt lilla företag
2019-06-20 15:22:21 UTC,2019-06-20 15:34:13 UTC,completed,android,Chrome 67.0.3396.87,dae035d0-7476-11e8-98b5-49bfb84e48c0,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,8,5,5,5,4,5,5,5,5,5,5,5,Kortläsare,,,Företagsfinansiering,,,,,,Faktura,,Nöjd,Nöjda
2019-06-21 02:34:56 UTC,2019-06-21 02:38:48 UTC,completed,android,Chrome 67.0.3396.87,7afca1f6-4c9a-11e9-adbc-136ad2d5e9a8,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,5,5,5,5,5,5,5,5,5,5,5,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Nöjd..tack,Nej
2019-06-21 05:30:37 UTC,2019-06-21 05:37:10 UTC,completed,android,Chrome 74.0.3729.157,2aa33118-4cac-11e9-887c-2de14872d31a,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,5,5,5,5,5,NA,NA,NA,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,,,Vi är många som använder samma iZettle för att ta betalt men jag har inte fått någon negativ feedback. Jag har själv provat och det är jätteenkelt att ta betalt. Skulle dock behöva ta reda på mer om kortreturer vet inte om det fungerar lika enkelt?,Kortreturer skulle jag behöva ta reda på om det funkar
2019-06-22 04:19:41 UTC,2019-06-22 04:28:53 UTC,completed,android,Chrome 67.0.3396.87,099b8770-4d58-11e9-bc1e-2695b34bf6e8,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,10,5,NA,3,4,5,5,4,5,5,5,NA,Kortläsare,,Lagerhanteringverktyg,,,,,,,,,Kort lesaren har jätte doligt batary och anslutningen mellan app till  kortläsaren dät tar mycket tid ibland,Bätre batary den måste vara koblad i ladningen helatiden annars funkar inte
2019-06-23 15:36:59 UTC,2019-06-23 15:46:08 UTC,completed,android,Firefox 67.0,d8765e96-4ca7-11e9-9b3f-dc71d128bdbb,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,5,5,5,5,5,5,NA,3,3,5,5,Kortläsare,,,,,,,,,,,Inget,Nej
2019-06-23 22:46:52 UTC,2019-06-23 22:50:58 UTC,completed,android,Chrome 67.0.3396.87,c23a9c0c-4ee9-11e9-9299-f38a20e49045,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",6,5,4,5,1,1,4,NA,4,4,4,4,4,Kortläsare,,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Urdålig blåtandsuppkoppling med dom nya svarta kortläsarna. Dom gamla vita funkade klockrent.,Q
2019-06-25 17:41:46 UTC,2019-06-25 17:47:31 UTC,completed,ios,Safari 12.1.1,47054750-7882-11e8-a99e-517ef012de73,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,10,10,5,3,5,5,5,5,5,5,3,5,5,,,,,,,,Bokföringsverktyg/Bokföringstjänst,,,,Jag önskar att betalning kommer på mitt konto dagen efter .,"Inte särskild ,"
2019-06-25 18:03:56 UTC,2019-06-25 18:06:23 UTC,completed,ios,Safari 11.0,5f988cf0-7850-11e8-9ccf-7bb400452919,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Tidningar/magasin,8,8,4,5,5,5,5,3,4,4,3,5,5,Kortläsare,,Lagerhanteringverktyg,,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Inget,Vet ej
2019-06-25 18:22:41 UTC,2019-06-25 18:25:51 UTC,completed,windows,Chrome 75.0.3770.100,8acd27ca-50a2-11e9-b972-9724564f04c6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,9,4,4,4,4,5,5,4,4,3,4,3,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Inget,"Skulle vilja kunna köra ut exempelvis lagerlistor/försäljningsrapporter på det olika Produktmapparna, dvs på våra olika produktkategorier."
2019-06-25 18:30:07 UTC,2019-06-25 18:34:05 UTC,completed,ios,Safari 12.1.1,74187db0-5091-11e9-97ba-a8bc89d3aaec,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,3,3,3,3,5,4,4,4,3,4,4,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Inget än så länge,Saknar en presentkortsknapp
2019-06-26 15:39:43 UTC,2019-06-26 15:43:17 UTC,completed,ios,Safari 12.0,d71fa300-7966-11e8-95a6-66e9b71c5f45,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",7,9,NA,5,5,4,5,4,NA,NA,3,4,5,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Att plus/pro inte funkar på android telefoner.,Att kunden både kan betala kontant och sedan med kort/Swish under en och samma transaktion
2019-06-26 17:10:45 UTC,2019-06-26 17:14:35 UTC,completed,ios,Safari 12.1.1,1a248d90-795e-11e8-a475-cb9b66bca067,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online-annonser,10,10,5,5,5,5,4,NA,5,5,3,5,4,Kortläsare,,,,,,,,,,,Inget,Inget
2019-06-26 17:17:51 UTC,2019-06-26 17:23:06 UTC,completed,ios,Safari 12.1.1,e6ce96e0-790b-11e8-9ad6-583c691ed217,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,9,4,5,5,5,5,5,4,4,4,4,5,,Kassasystem/Point-of-sale system,,,,,,,,,,Nöjd,Den är bra
2019-06-27 08:15:51 UTC,2019-06-27 08:18:30 UTC,completed,ios,Safari 12.1.1,301a5810-7944-11e8-ae7d-ad414b8a9767,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,10,10,3,5,5,5,3,3,NA,NA,3,NA,4,Kortläsare,Kassasystem/Point-of-sale system,,,,,,,,Faktura,,Inget jag kan komma på,Saknar inget
2019-06-27 21:20:11 UTC,2019-06-27 21:24:55 UTC,completed,android,Chrome 75.0.3770.101,e18d3f26-5068-11e9-80ca-b9625ff277f2,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",7,7,NA,2,5,5,NA,NA,NA,NA,1,4,3,Kortläsare,,,,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,,,För lång tid innan pengarna finns på kontot,Nej
2019-06-28 15:26:50 UTC,2019-06-28 15:30:39 UTC,completed,ios,Safari 12.1.1,f0265f40-7ac6-11e8-84eb-253476162ce8,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,10,5,3,5,5,5,5,5,5,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Trans avg,Inget
2019-07-01 05:47:32 UTC,2019-07-01 05:49:15 UTC,completed,windows,Internet Explorer 11.0,8a0748bc-54b6-11e9-b622-44a136041c4d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),8,8,3,4,5,5,5,5,NA,NA,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,,,,,,,,Faktura,,Har inget.,Har inget
2019-07-01 07:58:14 UTC,2019-07-01 08:02:09 UTC,completed,mac,Safari 12.0,0fc3dc46-5209-11e9-86f6-cd1489c85cad,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),8,10,4,5,4,4,5,4,4,NA,4,4,2,Kortläsare,,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,"Vi skulle enklare vilja se hur många av varje produkt vi såld under en specifik period. exempelvis två veckor i juni, eller varje lördag under tre månader eller liknande. Också kunna se det totala lagervärdet och inte bara för varje enskild produkt.",Önskar att ni hade Klarna som betalmetod för e-commerce.
2019-07-01 09:02:39 UTC,2019-07-01 09:04:25 UTC,completed,windows,Microsoft Edge 17.17134,d2465fe0-7a06-11e8-880e-2334c1aae675,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,8,4,4,4,4,4,4,4,4,1,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Nej,j
2019-07-01 19:28:29 UTC,2019-07-01 19:32:56 UTC,completed,android,Chrome 67.0.3396.87,136932ce-559c-11e9-bca0-0c832477637c,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),10,10,5,5,5,4,5,NA,NA,5,4,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,Faktura,,Jag vill jättegärna se riktiga exemplar av hemsidor som använder iZettle e-handel plattform.,Jag skrev det på förra frågan.
2019-07-02 07:18:41 UTC,2019-07-02 07:27:13 UTC,completed,windows,Chrome 75.0.3770.100,8de51d0a-5561-11e9-88cf-0a7bc05fc643,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,7,8,4,4,3,4,NA,4,NA,NA,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,,Kundlojalitetsverktyg (CRM),Faktura,,"Jag säljer inga produkter utan tillverkar fram för allt på beställning, vilken är lite komplicerad att hantera i i-zettle-go-appen.",Vet inte
2019-07-02 07:18:45 UTC,2019-07-02 07:22:35 UTC,completed,windows,Chrome 75.0.3770.100,26a937e0-7d06-11e8-87ae-8e11f4a2b132,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,5,5,5,5,5,NA,5,5,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Inte direkt missnöjd med något! Tycker iZettle är en väldigt bra kortbetalningslösning!,"Att kunna ta betalt via mitt konto via datorn. Vid ett tillfälle hade jag glömt min mobil och kunde då ej ta betalt med kort den dagen.
Denna lösning kanske finns, men jag har inte hittat hur jag går tillväga i alla fall..."
2019-07-02 18:13:29 UTC,2019-07-02 18:16:20 UTC,completed,ios,Safari 12.1.1,36069424-55f7-11e9-83df-c2269c4e695d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),10,10,4,5,5,5,5,NA,5,5,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,Kundlojalitetsverktyg (CRM),Faktura,,Finns inget missnöje,Vet ej
2019-07-02 19:02:49 UTC,2019-07-02 19:04:48 UTC,completed,ios,Safari 12.1.1,d1f7de42-53ef-11e9-ba1d-e7b93cdf7f28,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,8,8,5,4,5,5,5,NA,NA,5,1,5,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,Faktura,,,
2019-07-03 05:47:54 UTC,2019-07-03 05:57:11 UTC,completed,windows,Internet Explorer 11.0,b7ded760-6bfe-11e8-aeb2-43191b3cb0a3,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),5,6,4,4,3,3,3,NA,3,NA,3,3,3,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,,,"Har ofta svårt att skriva ut mina rapporter mm.
Kommer inte in  på valmöjligheterna. 
Spelar ingen roll vad jag väljer.",Vet ej
2019-07-03 07:38:32 UTC,2019-07-03 07:40:57 UTC,completed,mac,Safari 12.1.1,378419aa-4b9f-11e9-b048-25f9e445101c,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,2,2,1,4,4,3,1,1,1,2,2,3,4,,,,,,,,,,Faktura,,"inget svar eller åtgärd från support , skitdåligt",ansvar från eder support
2019-07-03 14:06:26 UTC,2019-07-03 14:14:43 UTC,completed,windows,Microsoft Edge 17.17134,f2d60722-553b-11e9-8e98-6e8e502fce01,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),7,9,4,3,5,5,5,5,4,4,4,3,2,Kortläsare,,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,"Rapporterna fungerar inte så bra i excel, siffrorna går inte att använda och räkna med. Har försökt byta format mm. Men excel klarar inte att sammanställa dem. Måste sitta och lägga in alla siffror för hand. Om jag gör fel, så borde det finnas manual hur man kan arbeta bäst med rapporter.","Mer val när det gäller rapporter, skulle önska att man kunde skriva rapporter specificerat på varugrupp."
2019-07-03 15:26:28 UTC,2019-07-03 15:28:15 UTC,completed,ios,Safari 12.1.1,002a9060-7e90-11e8-94c4-039e23b28cf6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),10,10,5,5,5,5,3,5,5,5,4,4,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Allt är bra. Ibland funkat inte funktionen att skicka kvitto som sms,Använda izettle utomlands
2019-07-03 19:08:31 UTC,2019-07-03 19:11:30 UTC,completed,ios,Safari 12.1.1,5eb5e79e-56b0-11e9-ba22-9fd8a4963edf,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",9,9,5,4,4,4,NA,NA,4,NA,4,4,5,,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Egentligen inte!,Inte hittills
2019-07-03 19:27:34 UTC,2019-07-03 19:30:13 UTC,completed,ios,Safari 12.1.1,b5066ca0-7ece-11e8-8116-8373b6b90001,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",9,10,5,4,5,5,5,5,5,4,4,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Utbetalning tar ibland lång tid,Nej
2019-07-04 03:09:00 UTC,2019-07-04 03:13:29 UTC,completed,ios,Safari 12.1.1,6774a0bc-5239-11e9-ad3b-45a161c663e3,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sociala medier,7,7,3,4,5,4,4,2,2,2,2,2,1,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,,,Kundlojalitetsverktyg (CRM),Faktura,,Väldigt bökigt att få ut rapporter samlat dvs allt samlat som hela månadens samt dag för dag och era avräkningar .,Samma som steg 6
2019-07-05 11:32:05 UTC,2019-07-05 11:35:38 UTC,completed,windows,Microsoft Edge 17.17134,29cd36a6-5799-11e9-a788-5a46e3934b76,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,10,4,5,5,5,5,4,NA,NA,2,4,3,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Inget jag upplevt ännu.,inget ännu
2019-07-05 18:29:35 UTC,2019-07-05 18:31:36 UTC,completed,mac,Safari 12.1.1,2e9ce484-58a6-11e9-af4c-3cbebb4b7a87,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),9,9,4,5,5,5,5,NA,5,NA,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,,,,,,,,Faktura,,nope,vet inte
2019-07-06 16:38:19 UTC,2019-07-06 16:48:22 UTC,completed,ios,Safari 12.1.1,13556480-816a-11e8-bba4-ceba439f1215,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,6,6,5,5,5,3,5,NA,NA,NA,3,3,3,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,"Bokföringsunderlag. Vill ha en sammanställning med totala köp, moms och kostnader. Har Klarna i webbshoppen och är väldigt nöjd med deras utbetalningsunderlag. Detta är tyvärr ett stort minus hos er.",Att man kan ge rabatt och göra öresutjämning på samma betalning. Detta borde vara två separata valmöjligheter.
2019-07-06 18:46:33 UTC,2019-07-06 18:50:16 UTC,completed,ios,Safari 12.1,76f200de-590f-11e9-8792-4c7b56a66c1b,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sociala medier,10,10,4,5,5,4,5,3,NA,NA,4,5,3,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,Faktura,,Jag hade önskat att izettle och min Android padda vore mer kompatibla. Annars perfekt!!!,"Är mycket nöjd, finns säkert funktioner jag ej hunnit pröva ännu."
2019-07-07 19:34:14 UTC,2019-07-07 19:43:25 UTC,completed,ios,Safari 12.1.1,e8bffa2e-5a07-11e9-9db8-ad4548d0d5cf,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,9,4,5,5,5,4,3,4,4,4,5,4,,,,,,,,Bokföringsverktyg/Bokföringstjänst,,,,Inget,Jag har ingen fråga för tillfället .
2019-07-08 18:14:28 UTC,2019-07-08 18:17:54 UTC,completed,windows,Chrome 75.0.3770.100,ed73047c-5ac9-11e9-a052-a3114ddb7b11,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,10,4,5,5,4,3,3,NA,4,4,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Nej.,Nej.
2019-07-09 06:56:26 UTC,2019-07-09 07:08:29 UTC,completed,windows,Chrome 75.0.3770.100,4d145c50-6fd4-11e8-b30f-691cd3515112,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",9,9,4,5,5,5,4,4,4,4,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,,,Bokföringsverktyg/Bokföringstjänst,,,,"Lagerhantering kunde vara mer användarvänligt, samt fler alternativ för lagerhållning.",En sammanställning för försäljning för produkt antal och kr per specifik försäljningsdag. Skulle underlätta lagerhantering. Idag kan man ta rapport försäljning produkt och antal per månad.
2019-07-10 06:24:27 UTC,2019-07-10 06:29:24 UTC,completed,android,Chrome 75.0.3770.101,d85f1320-8372-11e8-b4f0-016858fb3212,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,10,3,5,4,5,4,NA,NA,NA,3,NA,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,"Möjlighet att ange om ett köp ska faktureras vid betalningsalternativen.
Kunna göra personliga kvitton om kunden beh personnr o namn på kvittot",Som jag skrev tidigare
2019-07-11 06:58:21 UTC,2019-07-11 07:04:53 UTC,completed,windows,Chrome 75.0.3770.100,32280964-5c28-11e9-b914-cae58f6027fa,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,7,6,4,5,5,3,4,4,4,5,5,5,2,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,Faktura,,"1 - Batteriet på skrivaren (ny) klarar att skriva ut 3 kvitton. Det är tyvärr dåligt. 
2 - Försäljningsrapporten burde inkludera mappar man har skapat. 
3 - Ville gärna förbereda flera betalninger utan att ta betalt. Så att när gästen (vi är ett litet hotell och restaurang) vill betala man bara kan ta fram en förbered lista av olika produkter och ta betalt omedelbart.
Tack",som nämnt innan.
2019-07-11 17:51:35 UTC,2019-07-11 17:54:22 UTC,completed,android,Chrome 67.0.3396.87,137099b0-8504-11e8-94b1-7f24a0377c32,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,9,8,3,4,4,4,4,3,3,3,2,3,4,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,Faktura,,.,.
2019-07-12 16:04:53 UTC,2019-07-12 16:07:54 UTC,completed,android,Chrome 67.0.3396.87,cdcd27b0-85d6-11e8-a5f8-4808c7fdf59a,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),8,8,5,5,3,5,5,4,5,5,5,5,4,Kortläsare,,,,,,,,,,,Tack så mycket,Det är okey
