Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Wie haben Sie von iZettle gehört?,"2. 2. Wie zufrieden sind Sie insgesamt mit iZettle, auf einer Skala von 1 bis 10?","3. 3. Wie wahrscheinlich ist es, dass Sie iZettle einem Freund oder Kollegen weiterempfehlen werden?","4.1. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Kartenleser","4.2. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserer Kommunikation (z.B. betreffend neuer Funktionen, Tipps & Tricks, Updates)","4.3. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unseren Transaktionsgebühren","4.4. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Transaktionslimit pro Kartenzahlung","4.5. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Quittungsversand an Ihre Kunden","4.6. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: der Annahme von Zahlungen","4.7. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unseren Überweisungen","4.8. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserer Verkaufsübersicht, Excel / PDF Berichte","4.9. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserem Kundenservice","4.10. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: der Kompatabilität mit Zubehör (z.B. Drucker, Ständer, Scanner, etc.)","4.11. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: Ihrem Nutzerkonto auf my.iZettle.com","5. 5. Welche der folgenden Produkte, Services bzw. Lösungen für kleine Unternehmen bietet iZettle Ihres Wissens oder Ihrer Meinung an?",,,,,,,,,,,"6. 6. Wir suchen immer nach Wegen, unseren Dienst für unsere Kunden zu verbessern. Bitte teilen Sie uns mit, ob es
etwas gibt, mit dem Sie besonders unzufrieden sind:","7. 7. Wir suchen immer nach Wegen, unseren Dienst für unsere Kunden zu verbessern. Bitte teilen Sie uns mit, ob es eine Funktionalität gibt, die Ihnen bei unserem Dienst derzeit fehlt:"
2019-06-30 04:47:06 UTC,2019-06-30 04:50:40 UTC,completed,android,Chrome 67.0.3396.87,5f92f54e-53d6-11e9-b026-f3492e2d6747,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,4,4,4,5,NA,5,5,NA,5,NA,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,Tools zur Bestandsverwaltung,,Nein,Nein
2019-06-30 16:40:40 UTC,2019-06-30 16:42:52 UTC,completed,ios,Safari 10.0,ac815030-7ae7-11e8-b8a5-de6c3ac258e3,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,NA,3,3,2,5,5,5,NA,NA,NA,,,,,,,,,,,Keine der genannten,Nee,?
2019-06-30 18:16:25 UTC,2019-06-30 18:19:48 UTC,completed,ios,Safari 12.1.1,7db26f5a-546c-11e9-b63e-ccb53d9f13af,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Soziale Medien,7,9,4,5,4,4,5,3,5,5,5,NA,5,,,,,Kartenleser,,,,Point-of-Sale-System,,,Schade das EC Karte kontaktlos nicht funktioniert,Kontaktlose Zahlung bei EC und Applepay
2019-06-30 19:52:42 UTC,2019-06-30 19:59:25 UTC,completed,ios,Safari 12.1.1,d17664a0-7ad5-11e8-97b6-a2be7483137d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,9,10,5,3,5,4,NA,5,5,3,NA,NA,4,,,,,,,,,,Tools zur Bestandsverwaltung,,"Ich habe es nicht geschafft, 2 Handys gleichzeitig mit dem Kartenleser zu verbinden, damit man jeweils bei der Transaktion ein Handy auswählen kann.",Keins
2019-07-01 08:12:14 UTC,2019-07-01 08:17:27 UTC,completed,android,Chrome 75.0.3770.101,6d515c30-7960-11e8-996e-33c8dcf1a9fb,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,5,5,3,5,5,5,5,5,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,"Super leichter Umgang mit allem und schnelle Überweisungen. Klasse Arbeit, sehr empfehlenswert und super Service.",Bin mit allem super zufrieden. Keine Änderungsvorschläge etc.
2019-07-02 11:10:26 UTC,2019-07-02 11:13:02 UTC,completed,android,Chrome 75.0.3770.101,54a536ec-54ad-11e9-990a-9ad6c187dee4,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,9,4,4,5,5,5,5,5,4,4,5,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,Rechnungsstellung,,Tools zur Bestandsverwaltung,,Alles ok,Keine
2019-07-02 15:22:53 UTC,2019-07-02 15:25:44 UTC,completed,windows,Firefox 67.0,2ef846e0-7dd1-11e8-a4c0-dd3e55db643a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,3,5,5,5,5,4,5,NA,NA,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,,,,na,na
2019-07-02 15:55:53 UTC,2019-07-02 16:01:17 UTC,completed,windows,Firefox 67.0,2e0784a0-7dd9-11e8-b55a-5b6457c3939e,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online Werbung,10,10,5,5,3,NA,NA,5,5,5,5,5,5,,Tools für das Personalmanagement,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,,Point-of-Sale-System,,,Schnelle Abwicklung und überweisung,kein Vorschlag
2019-07-02 16:15:07 UTC,2019-07-02 16:17:28 UTC,completed,android,Chrome 67.0.3396.87,169250a0-7df4-11e8-a129-65dc3a619a94,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,4,4,4,5,4,5,5,4,4,4,3,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,,,Im großen  und ganzen weiter so,Nein
2019-07-02 19:28:29 UTC,2019-07-02 19:33:11 UTC,completed,android,Chrome 75.0.3770.101,2b26ee46-55ed-11e9-87c2-174da0b7d715,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Paypal Anzeige,9,9,5,4,3,4,4,4,4,4,NA,NA,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,Gibt es im Moment nicht,Fällt mir im Moment nichts ein.
2019-07-04 07:36:53 UTC,2019-07-04 07:39:22 UTC,completed,mac,Safari 12.1.1,88cbe6f6-56e6-11e9-84ba-bb69462adad1,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online Werbung,6,6,4,2,4,3,3,4,4,4,2,4,4,,Tools für das Personalmanagement,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,"Ich finde, die Mitarbeite der Hotline kennen sich zu wenig aus.",nö
2019-07-04 16:46:40 UTC,2019-07-04 16:53:21 UTC,completed,windows,Firefox 67.0,ba140744-56b3-11e9-962c-f0b5f2a8e499,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,8,8,4,4,5,4,4,5,4,3,3,2,3,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,,,,"leider kann ich meinen, in meinem Kassensystem vorhandenen, Bondrucker nicht mit IZettle nutzen, da dieser nicht von IZettle unterstützt wird. Eine Einbindung in das Tilhub Kassensystem ich leider ebenfalls nicht möglich.",Einbindung in das vorhandene Kassensystem.
2019-07-05 12:22:46 UTC,2019-07-05 12:25:14 UTC,completed,mac,Safari 12.1.1,15791528-56e3-11e9-95b4-2a89dbdbb969,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Reklame,10,10,5,4,5,NA,NA,5,5,5,NA,NA,5,,Tools für das Personalmanagement,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",,,,,,,,bisher nichts bekannt,nein
2019-07-05 16:02:11 UTC,2019-07-05 16:05:37 UTC,completed,windows,Firefox 39.0,d48a79d0-8064-11e8-9128-765e090fc6d3,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,3,4,4,4,4,4,NA,NA,NA,4,,,,,Kartenleser,,,,,,,Die Gebühren für Nicht-EC-Karten sind zu hoch,nichts
2019-07-05 18:43:53 UTC,2019-07-05 18:46:38 UTC,completed,ios,Safari 12.1.1,37f7f40a-5898-11e9-8c06-1206178bbe10,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),8,8,5,2,4,5,4,5,5,2,5,5,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,,,,,Alles soweit okay! Danke das es kostenlos ist!,Ausdrücke Monatsabschluss
2019-07-06 06:02:15 UTC,2019-07-06 06:18:38 UTC,completed,mac,Safari 12.1.1,623f070a-58a5-11e9-b698-4adbd2301272,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Reklame,5,1,2,1,4,NA,5,3,4,NA,2,NA,NA,,,,,Kartenleser,,,,,,,"Ich habe überwiegend englisch sprachige Kunden, ich kann das Kartenlesegerät nicht auf englisch umstellen. Keiner versteht was da im Gerät steht, das gleiche betrifft die App wenn der Kunde unterschreiben soll.

Auch ist die Trinkgeldfunktion schlecht umgesetzt, es wird vom Kunden ein Gesamtbetrag abgefragt. Im Kartenlesegerät steht Betrag + Trinkgeld dann eine Summe darunter soll der der Kunde dann einen Betrag eingeben, dieser ist mit der Situation überfordert und er gibt letztendlich überhaupt nichts ein. 

Mit dieser Maske wird der Trinkgeldprozess beim Kunden abgewürgt (welch Glanzleistung). 

Jedes oldschool Terminal was ich davor besessen hatte hat das besser gelöst. 
Und zwar wurde da der Kunde einfach nur mit einem Satz gefragt ""Trinkgeld?"" alternativ bei umstellen der Sprache wurde dann dort nach ""Tip?"" gefragt, darunter konnte der Kunde nur den Trinkgeldbetrag eingeben und in der nächsten Maske konnte er meinen davor eingegebenen Betrag + sein Trinkgeld sehen und dann es mit OK bestätigen und den Zahlungsvorgang abschließen.

Aber egal, der Kunde versteht eh nicht was auf dem Kartenlesegerät steht da er meinst bei mir englisch oft auch spanisch und französisch spricht.

Würde das klappen wie es logisch wäre dann hätte ich mehr Geld verdient und Ihr auch!","Ich habe überwiegend englisch sprachige Kunden, ich kann das Kartenlesegerät nicht auf englisch umstellen. Keiner versteht was da im Gerät steht, das gleiche betrifft die App wenn der Kunde unterschreiben soll.

Auch ist die Trinkgeldfunktion schlecht umgesetzt, es wird vom Kunden ein Gesamtbetrag abgefragt. Im Kartenlesegerät steht Betrag + Trinkgeld dann eine Summe darunter soll der der Kunde dann einen Betrag eingeben, dieser ist mit der Situation überfordert und er gibt letztendlich überhaupt nichts ein. 

Mit dieser Maske wird der Trinkgeldprozess beim Kunden abgewürgt (welch Glanzleistung). 

Jedes oldschool Terminal was ich davor besessen hatte hat das besser gelöst. 
Und zwar wurde da der Kunde einfach nur mit einem Satz gefragt ""Trinkgeld?"" alternativ bei umstellen der Sprache wurde dann dort nach ""Tip?"" gefragt, darunter konnte der Kunde nur den Trinkgeldbetrag eingeben und in der nächsten Maske konnte er meinen davor eingegebenen Betrag + sein Trinkgeld sehen und dann es mit OK bestätigen und den Zahlungsvorgang abschließen.

Aber egal, der Kunde versteht eh nicht was auf dem Kartenlesegerät steht da er meinst bei mir englisch oft auch spanisch und französisch spricht.

Würde das klappen wie es logisch wäre dann hätte ich mehr Geld verdient und Ihr auch!"
2019-07-06 15:21:57 UTC,2019-07-06 15:24:27 UTC,completed,ios,Chrome 75.0.3770.103,71e220f0-814d-11e8-b66b-58a79066ab9d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,4,NA,5,5,5,5,NA,NA,NA,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,,,Keine Angaben,Keine Angaben
2019-07-06 18:54:28 UTC,2019-07-06 18:57:17 UTC,completed,android,Chrome 67.0.3396.87,4604ef84-5984-11e9-b376-b67b6223dc30,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Schon vorher mit i zettle gearbeitet,9,10,5,4,4,4,4,4,4,4,3,4,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",,,,,,,,Nein,Zur zeit nicht
2019-07-06 19:51:36 UTC,2019-07-06 19:55:16 UTC,completed,windows,Microsoft Edge 18.17763,d02b6060-815f-11e8-9bcc-46bc4aea7d25,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,4,2,3,4,4,5,5,5,5,5,,,,,Kartenleser,,,,,,,mobil mit Karte zu bezahlen zu können,Die Karten gebühr niedrig halten
2019-07-07 14:27:23 UTC,2019-07-07 14:29:27 UTC,completed,mac,Safari 12.1.1,1e86b246-595a-11e9-826a-2b680a8b04c7,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,10,10,5,4,3,3,4,4,4,4,4,NA,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,Tools zur Bestandsverwaltung,,Nein,Nein
2019-07-07 18:13:37 UTC,2019-07-07 18:15:52 UTC,completed,android,Chrome 75.0.3770.101,3d5b70be-5a11-11e9-950a-1ed6da9f1966,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,Alles gut,Nix
2019-07-07 18:14:14 UTC,2019-07-07 18:17:18 UTC,completed,windows,Microsoft Edge 18.17763,0c8d6498-5894-11e9-bc08-11bb0aa11be8,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,5,NA,5,,,,,Kartenleser,,,,,,,>Schnelle Abwicklung,Nichts
2019-07-07 23:30:44 UTC,2019-07-07 23:36:44 UTC,completed,ios,Safari 12.1.1,d38c6ac0-59d0-11e9-9ca3-1aa51c46585d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Von der Taxi  Kollegen ,10,10,5,5,5,5,1,5,5,NA,5,5,5,,,,,,,,,,,Keine der genannten,Alles ist ok,Nein
2019-07-08 09:51:58 UTC,2019-07-08 10:04:20 UTC,completed,windows,Firefox 67.0,f450c9d6-56a1-11e9-83c9-6f1aa27642f8,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,7,6,4,NA,5,NA,4,4,4,4,NA,NA,NA,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,"Es gibt immer wieder Probleme mit der Kommunikation der I.Zettle-App mit meinem Account. Nach dem Betätigen des Feldes ""Bezahlen- Mit Karte"" wird oft viel zu lange ""Bitte warten"" oder ""Verbindung abgebrochen"" angezeigt. Dann wiederholen wir den  Vorgang und beim zweiten oder dritten Anlauf klappt es dann oft. Das ist sehr unzuverlässig. Manche Kunden haben aber keine Geduld mehr und bezahlen dann mit ärgerlicher Mine bar.","Ich wünsche mir ein Karten-Lesegerät, das eine eigene Mobilfunkkarte enthält und kein extra Handy benötigt um ins Netz zu kommen."
2019-07-08 20:12:56 UTC,2019-07-08 20:17:09 UTC,completed,android,Chrome 67.0.3396.87,8c012abc-5aa5-11e9-a5d7-67ef4522d2a9,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,4,5,5,4,5,5,5,NA,5,,,,,,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,Ich bin mit allem zufrieden,Gtr
2019-07-09 06:25:33 UTC,2019-07-09 06:29:06 UTC,completed,mac,Safari 12.1,f323be16-5af1-11e9-b9ad-10b0f2c7d260,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,10,5,5,4,NA,5,5,5,5,5,5,5,,,,,,,,,Point-of-Sale-System,,,"Wenn ein automatischer Bestandsabgleich mit Shopify erfolgen würde, wäre es perfekt!",Gutscheine und Bestandsabgleich mit Shopify
2019-07-09 16:01:33 UTC,2019-07-09 16:06:50 UTC,completed,android,Chrome 75.0.3770.101,0a4457b0-8355-11e8-826d-c60c26805d97,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,9,9,4,5,4,4,NA,4,5,5,5,NA,NA,,,,,Kartenleser,,,Rechnungsstellung,,,,Hab gerade nichts zu melden😉,mir fällt dazu gerade nix ein
2019-07-11 12:05:36 UTC,2019-07-11 13:42:06 UTC,completed,windows,Firefox 67.0,d7c18976-5b75-11e9-ac6d-ec9353a2a0fe,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),8,9,3,3,4,4,4,3,4,3,NA,NA,3,,,,,Kartenleser,,,,Point-of-Sale-System,,,"Akku-Anzeige beim Kartenleser, damit man sieht, ob das Gerät auf die Ladestation muss",Batterieanzeige
2019-07-11 15:18:47 UTC,2019-07-11 15:20:36 UTC,completed,ios,Safari 12.1.1,c95a26c0-84d1-11e8-8487-07e59502c2fd,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,NA,5,5,NA,5,5,5,NA,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,,,??,??
2019-07-13 06:06:43 UTC,2019-07-13 06:12:19 UTC,completed,android,Chrome 67.0.3396.87,b67e827e-5cf5-11e9-89ef-5cf6c5f650d0,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,9,9,4,5,4,4,4,4,3,4,4,4,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,,,,,Es sollte mehr Optionen in der App geben um die Verbindung mit dem smartphone aufrecht zu erhalten.,Momentan fällt mir keine ein. Ich bin sehr zufrieden
2019-07-13 09:28:30 UTC,2019-07-13 09:31:10 UTC,completed,windows,Chrome 75.0.3770.100,ac59a302-5d2a-11e9-a76a-82f608b337c8,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Soziale Medien,10,10,5,5,5,NA,5,5,5,5,5,NA,5,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,,,gibt es nichts,ich brauche nichts weiter.
2019-07-13 19:06:37 UTC,2019-07-13 19:08:32 UTC,completed,ios,Safari 12.1.1,c68e1254-5d56-11e9-821a-938da816675a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,NA,5,5,5,5,NA,5,,,,,Kartenleser,,,Rechnungsstellung,,,,Nichts,Nein
2019-07-14 08:47:22 UTC,2019-07-14 08:51:37 UTC,completed,android,Chrome 75.0.3770.101,f4da4500-7f95-11e8-bf26-36d1294d5d7e,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,8,5,4,2,3,4,1,4,4,4,4,3,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,Dem einbehaltungsbetrag durch izettle,Keine
2019-07-14 18:08:47 UTC,2019-07-14 18:16:44 UTC,completed,ios,Safari 12.1.1,a9281040-8762-11e8-9781-6319741c631c,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,NA,5,5,NA,5,1,5,,,,,,,,Rechnungsstellung,,,,Quittungsdrucker sehr teuer,O
2019-07-15 18:25:34 UTC,2019-07-15 18:29:09 UTC,completed,android,Chrome 67.0.3396.87,ab520abe-6089-11e9-aa44-c613b989eb4f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online Werbung,8,10,5,NA,3,5,NA,5,NA,NA,NA,NA,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,,,,"Das Kreditkartenkosten von EC Karte abweicht, das kein Extra Hinweis kommt.",'-
2019-07-16 18:23:57 UTC,2019-07-16 18:28:14 UTC,completed,ios,Safari 12.1.1,9f9376be-60e7-11e9-a613-7b7f238e865d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Anruf über Paypal ,10,10,4,4,3,4,4,4,4,4,4,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,Point-of-Sale-System,,,Alles okay,Export einer frei konfigurierbaren Datei zur Weiterverarbeitung in Datev
2019-07-17 05:46:09 UTC,2019-07-17 05:47:56 UTC,completed,ios,Safari 12.1.1,82cf7310-8907-11e8-b0ea-cc9b9a811cf0,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,4,5,4,NA,5,5,5,5,NA,NA,4,,,,,,,,,,,Keine der genannten,Alles ok,Nein
2019-07-17 12:08:17 UTC,2019-07-17 12:09:57 UTC,completed,mac,Safari 12.1.1,77909b80-85e9-11e8-bdb5-cb4e0c4f4460,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,8,8,4,3,5,NA,4,4,5,4,3,NA,3,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,'-,'-
2019-07-17 15:20:53 UTC,2019-07-17 15:23:26 UTC,completed,ios,Safari 12.1.1,17ae6870-89fc-11e8-b31e-9e8a22d9d4ff,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),9,9,4,3,3,3,3,4,5,4,3,4,4,,,,,Kartenleser,,,,,,,Mir fehlt ein Programm womit ich iZettle vom Pc aus bedienen kann,Pc Programm
2019-07-17 15:21:27 UTC,2019-07-17 15:27:53 UTC,completed,ios,Safari 12.1.1,7809b440-89e8-11e8-8d8f-c912cb61791d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,9,9,3,3,4,4,5,5,NA,5,5,NA,5,,,Geschäftsfinanzierung,,,,,,,,,Die blaue Lesegeräte sind Scheise 😃,Alles ok
2019-07-17 15:56:52 UTC,2019-07-17 15:59:16 UTC,completed,android,Chrome 67.0.3396.87,20d72090-8a01-11e8-a146-3eb0e057099f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),10,10,5,5,4,3,5,5,5,5,NA,NA,5,,,,,Kartenleser,,,,,,,Alles prima,Alles prima
2019-07-17 16:44:20 UTC,2019-07-17 16:51:14 UTC,completed,ios,Safari 12.1.1,652afa20-89c8-11e8-aef4-ba2effc512ab,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),8,7,5,3,3,3,NA,NA,5,2,NA,4,4,,,Geschäftsfinanzierung,,Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,Point-of-Sale-System,,,"1) Der Kassenbericht sollte nochbdeutlicher nach den Zahlungswegen und der dazugehörigen USt gegliedert werden. 2) Bei Auszählung der EC Umsätze bitte die dazugehörigen Gebühr und ggf. Advance Gebpphren konkret nennen. Der Kontobericht ist zwar vollständig, aber es dauert jedesmal relativ lange bis der Excelbericht entsprechend modifiziert wurde um diese Zahlen direkt abzulesen. Viel Zeit für etwas was nicht sein müsste.Und es ist nicht mobil erledigst!!!",Eigentlich die Tischverwaltung. Aber dafür gibt es ja iZettle pro. Gefällt mir aber nicht. Ist nicht so simpel und einfach nutzbar wie das Standard iZettle.
2019-07-17 18:36:07 UTC,2019-07-17 18:38:30 UTC,completed,windows,Firefox 68.0,af18d210-89dc-11e8-925c-6d1df4464b7e,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,10,10,5,4,5,4,4,5,5,5,5,4,5,,,,,Kartenleser,,,,,,,Rundum zufrieden,Keine
