Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. ¿Cómo conociste sobre iZettle?,"2. 2. En general, ¿cuál es tu grado de satisfacción con iZettle?",3. 3. ¿Qué tan probable es que recomiendes iZettle a tus amigos o colegas?,"4.1. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Atención al cliente","4.2. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Informes de ventas","4.3. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Importe total que puedes aceptar en cada pago con tarjeta","4.4. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Comisiones de pago","4.5. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Ofrecerles a tus clientes un recibo","4.6. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Lector de tarjetas","4.7. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Esfuerzo comunicativo (por ejemplo, sobre nuevas características o versiones de iZettle, consejos y trucos, actualizaciones de la cuenta)","4.8. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Depósitos","4.9. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Compatibilidad con accesorios (por ejemplo, impresoras, soportes, lectores de códigos de barras, etc.)","4.10. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Tu cuenta en my.izettle.com","4.11. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Aceptación de pagos","5. 5. Por lo que sabes, ¿cuáles de los siguientes productos, servicios o soluciones puede ofrecer iZettle a los pequeños negocios?",,,,,,,,,"6. 6. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si hay algo que te disguste especialmente:","7. 7. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si echas en falta alguna característica en nuestro servicio:"
2019-06-24 14:26:26 UTC,2019-06-24 14:29:05 UTC,completed,ios,Safari 12.1.1,9dd7a606-5007-11e9-96e0-8c6956dc3aa1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,5,4,1,5,5,4,5,4,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"Que no siempre son las mismas comisiones en el caso de los meses sin intereses, se descuenta más.",Ninguna
2019-06-24 14:38:34 UTC,2019-06-24 14:43:16 UTC,completed,android,Chrome 75.0.3770.101,cce7ded0-75d2-11e8-a703-f9fbbfa3a128,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Ads en la web,10,10,5,5,3,3,5,5,5,4,NA,5,3,,Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,"Dependiendo de la tarjeta, no acepta 12 meses sin intereses,  por ejemplo, Hsbc, pero creo que esto no es culpa de ustedes, si no del banco. De resto todo bien.",Todo bien
2019-06-24 15:02:54 UTC,2019-06-24 15:09:46 UTC,completed,mac,Safari 11.1.2,2f80b2cc-4f4b-11e9-8ce2-694887d6d2d1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,4,5,5,5,5,4,5,NA,NA,5,5,,Sistema de punto de venta,,,,,,,,El único detalle o inconveniente ha sido con el lector en cuanto a ciertas tarjetas de crédito,ninguna
2019-06-24 16:32:16 UTC,2019-06-24 16:35:36 UTC,completed,ios,Safari 12.1.1,ab263076-5010-11e9-8695-38514708f0c1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,10,4,4,5,3,5,5,3,4,NA,4,5,,,,,,,Lector de tarjetas,,,El tiempo en el que se ve reflejado el pago de el cliente,El servicio y el fácil manejo es muy bueno lo único es el tiempo de que te vea reflejado el pago
2019-06-24 17:17:49 UTC,2019-06-24 17:49:11 UTC,completed,android,Chrome 67.0.3396.87,3a4d76b4-4f63-11e9-82de-77bb45f85588,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Promoción en Costco,9,9,4,3,4,3,5,4,2,4,4,4,3,,Sistema de punto de venta,,,,,,,,"La conexión en locaciones es muy lenta
Estaría bien enviar un mensaje de confirmación del cargo al cliente, no solo email
Hay clientes que no les llega el correo por que son de empresas
Seria más práctico un mensaje a su cel.

Muchas gracias",Confirmación en mensaje o whats a los clientes
2019-06-24 17:50:43 UTC,2019-06-24 18:00:22 UTC,completed,ios,Safari 12.1.1,97019764-4f86-11e9-9edd-949feaaad2db,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Nada,Nada
2019-06-24 18:01:30 UTC,2019-06-24 18:05:01 UTC,completed,windows,Chrome 75.0.3770.100,12070d00-5a22-11e8-8126-f868d8b8036f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,4,4,4,5,5,3,5,NA,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Nada por el Momento,"Fidelizacion de Clientes, Credito a Clientes, Control de entradas"
2019-06-24 18:11:25 UTC,2019-06-24 18:15:20 UTC,completed,ios,Safari 12.1.1,0ff0cfa0-774c-11e8-9cf8-a0ca4a4af2c3,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,5,5,3,5,5,5,4,NA,5,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,Aun pagan a 48 hrs y el resto de los lectores es a 24 hrs,Hasta este momento no
2019-06-24 19:21:55 UTC,2019-06-24 19:25:38 UTC,completed,mac,Chrome 75.0.3770.80,3f5642cc-4ff3-11e9-8439-5bd38ce89b57,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,10,5,NA,5,2,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,únicamente la alta comisión,no
2019-06-24 20:37:29 UTC,2019-06-24 20:49:29 UTC,completed,windows,Chrome 75.0.3770.100,39bf66cc-3ba3-11e9-8adc-182b7a494214,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,8,1,3,3,3,3,3,5,2,3,3,3,3,,,,,,,,,Ninguno de las anteriores,si el cambio de lector el que tenia funciona bien de echo ya me cambie a  con Point me costo 150 no com el de ustedes que 750.00 y es mas ya recomendé a 10 compañeros  y mediero 100 peso por cada uno osea que el lector me salio  gratis y gane 850.00 pesos,si después que te damos a ganar nos vendes el lector muy caro
2019-06-25 00:25:51 UTC,2019-06-25 00:28:48 UTC,completed,ios,Safari 12.1.1,60d7cc20-777e-11e8-a255-0ab78c4704f6,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,NA,5,5,3,5,5,2,4,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,,,Lector de tarjetas,Herramientas de contabilidad,,Mi código de las primeras comisiones gratis nunca sirvio,Nada
2019-06-25 05:17:56 UTC,2019-06-25 05:21:03 UTC,completed,android,Chrome 75.0.3770.101,adc83ce6-4f4a-11e9-b325-183294ffe9aa,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,NA,5,5,,,,,,,Lector de tarjetas,,,Nada,No
2019-06-25 14:21:10 UTC,2019-06-25 14:23:18 UTC,completed,ios,Safari 12.1.1,93d2ed9a-50df-11e9-8e87-8c25ed826210,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,10,10,NA,NA,NA,3,5,5,NA,4,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,,Herramientas de administración de personal,,,,Todo muy bien Gracias,No
2019-06-25 15:45:14 UTC,2019-06-25 15:50:52 UTC,completed,ios,Safari 12.1.1,d15fd4ae-5033-11e9-ae0b-074896c50123,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,3,4,5,3,3,5,3,3,4,5,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,Lector de tarjetas,,,Estaría todavía mejor si el cobro se reflejara más rápidamente (por ejemplo si es en fin de semana) en viernes y cae hasta el lunes!,. Por lo pronto no
2019-06-25 20:33:34 UTC,2019-06-25 20:35:42 UTC,completed,ios,Safari 12.1.1,70944150-7893-11e8-bbfa-25cf0fad6205,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,Sistema de punto de venta,,,,,,,,Nada,Nada
2019-06-26 01:07:22 UTC,2019-06-26 01:11:29 UTC,completed,android,Chrome 75.0.3770.101,724ba6d4-5045-11e9-82e0-8a8c317eae13,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,7,5,5,4,1,4,4,1,4,4,4,4,,,,,,,Lector de tarjetas,,,La comisión es muy alta. Me ofrecieron el. Mismo servicio con una omisión de 2.5 %,No
2019-06-26 13:51:11 UTC,2019-06-26 13:53:43 UTC,completed,ios,Safari 12.1.1,eddc7426-516d-11e9-af8f-845de00be730,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,5,5,3,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,"No, nada muchas gracias","Creo que antes no cobraban una comisión tan alta, extraño eso"
2019-06-26 14:52:49 UTC,2019-06-26 14:59:06 UTC,completed,windows,Chrome 75.0.3770.100,dd29a020-50cf-11e9-90cf-738e8d431c03,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Televisión,9,10,5,5,2,3,5,5,5,5,5,5,2,,,,,,,Lector de tarjetas,,,En muchas ocasiones no me permite hacer los cobros con diversas tarjetas y en otro dispositivo si lo he podido hacer,"solamente lo que comente de que no me deja pasar algunos pagos, de lo demas excelente"
2019-06-26 15:44:57 UTC,2019-06-26 15:49:30 UTC,completed,windows,Chrome 75.0.3770.100,94828260-7637-11e8-9b94-638ebe2c26a3,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,4,5,5,2,4,5,2,5,3,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"No sabia que podia registrar dos  cuentas en la misma y eso me genero unos problemas con mis cuentas, de ahi en fuera.. todo bien",No
2019-06-26 16:28:45 UTC,2019-06-26 16:31:15 UTC,completed,ios,Safari 12.1.1,0c31402c-5192-11e9-91e0-10004c3e7687,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,NA,5,5,3,5,5,3,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,,,,Todo ha funcionado correctamente no tengo queja alguna. Gracias,Todo bien
2019-06-26 17:30:38 UTC,2019-06-26 17:34:21 UTC,completed,android,Chrome 75.0.3770.101,d9d5f850-7985-11e8-afbd-8bcc7aaf461f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),10,10,NA,NA,5,4,5,5,5,5,NA,NA,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,No hay nada que me disguste,No
2019-06-26 17:53:22 UTC,2019-06-26 17:56:18 UTC,completed,android,Chrome 75.0.3770.101,b60942a0-7968-11e8-a190-b93f5bd16fd3,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,8,8,5,5,5,3,5,5,3,5,5,5,5,,,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Nada,Ninguna
2019-06-26 18:50:44 UTC,2019-06-26 19:02:38 UTC,completed,android,Chrome 75.0.3770.101,f44ad97a-4f46-11e9-820f-7b166232827e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,10,10,5,5,5,4,3,5,5,4,5,5,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,"Nada que nos disguste, el único detalle es cuando son tarjetas extranjeras NO aplica para números móviles el envío de mensajes",Enviar mensajes a números móviles extranjeros
2019-06-26 22:42:18 UTC,2019-06-26 22:48:29 UTC,completed,ios,Safari 12.1.1,d8f12020-7991-11e8-971d-9b5b496bc685,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,8,5,2,4,2,3,5,3,4,4,4,4,,Sistema de punto de venta,,,,,Lector de tarjetas,,,El porcentaje en comisión a la venta.,Ninguno.
2019-06-27 03:17:24 UTC,2019-06-27 03:20:43 UTC,completed,ios,Safari 12.1.1,534d0e96-518d-11e9-a08e-5ced07fe3047,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,5,5,3,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,No todo bien,Todo bien
2019-06-27 05:46:57 UTC,2019-06-27 05:51:15 UTC,completed,android,Chrome 71.0.3578.99,d63c7ab0-7710-11e8-a3cd-853633f89fdc,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,5,4,3,2,3,3,4,3,4,4,,Sistema de punto de venta,,,,,,,,A los clientes locales no les parece el cobro de una comisión x usar el sistema de cobro.,Recibo fisico
2019-06-27 14:52:58 UTC,2019-06-27 14:56:10 UTC,completed,android,Chrome 75.0.3770.101,4ee417b8-5193-11e9-a96d-6186b23876e5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,4,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,Todo perfecto,Ninguna
2019-06-27 16:41:30 UTC,2019-06-27 16:49:50 UTC,completed,ios,Safari 12.1.1,99d8d648-5268-11e9-b48a-a4ffbf7df424,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Un representante me ofreció el servicio,7,7,3,3,5,3,3,5,4,5,5,5,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Qué algunas tarjetas de vales no las acepte,No
2019-06-27 17:12:58 UTC,2019-06-27 17:19:41 UTC,completed,ios,Safari 12.0,02b917da-5265-11e9-b4c8-3d59dec126d9,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,10,10,2,5,5,5,5,5,5,4,NA,5,5,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Me costó trabajo contactar con ustedes en servicio al cliente !!!,Servicio para el cliente
2019-06-27 18:36:07 UTC,2019-06-27 18:38:29 UTC,completed,ios,Safari 12.1.1,70d3b500-7a38-11e8-819c-dc6fe2a1d93e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,3,5,3,5,5,5,2,3,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Tardan en depositarse los pagos,No
2019-06-27 18:56:07 UTC,2019-06-27 18:58:31 UTC,completed,android,Chrome 75.0.3770.101,35c23c06-4f22-11e9-a04f-082f4b589e92,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,4,5,5,5,3,5,3,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,No,No
2019-06-28 00:17:23 UTC,2019-06-28 00:18:59 UTC,completed,android,Chrome 75.0.3770.101,c10a5a2c-5275-11e9-accf-a9cc32200689,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,10,10,5,5,5,5,5,5,5,5,5,5,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,No hasta el momento,No
2019-06-28 01:47:49 UTC,2019-06-28 01:50:55 UTC,completed,android,Chrome 75.0.3770.101,28f50720-7407-11e8-a215-241f0993a1b8,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),9,9,5,5,5,5,4,4,5,5,4,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,,,,Jji,Uhbgg
2019-06-28 13:04:47 UTC,2019-06-28 13:07:06 UTC,completed,ios,Safari 12.1.1,119d5a12-5310-11e9-a1af-4fdcdf41e99e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,NA,5,5,5,5,5,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,No,No
2019-06-28 15:03:24 UTC,2019-06-28 15:15:13 UTC,completed,windows,Chrome 75.0.3770.100,8d4de518-50e1-11e9-b214-aa43d89541f5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,8,4,4,4,3,3,4,4,4,3,3,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,,,,"son 2 cosas la primera que se pudiera conectar una impresora de recibo o ticket y que se pudiera configurar con la aplicación no fuera necesaria una de las de ustedes ya que son muy costosas.
la otra entra un poco en la comisión ay clientes se les hace muy alta, al igual que se pudiera dejar el registro del numero celular del cliente para poder localizarlo ya que tuve un problema los primeros días al registrar una venta puse la cantidad mal de una venta de mil pesos por 10 mil pesos  y solicite apoyo con ustedes y me dijeron que al no contar con el registro telefónico del cliente tendría que cancelar la venta y perder ese dinero. 
por eso es importante pueda uno quedarse con el registro aunque sea de ese dia y al otro dia se borre la información.
gracias.",lo comentado en el paso numero 6
2019-06-28 17:50:07 UTC,2019-06-28 17:53:56 UTC,completed,windows,Chrome 75.0.3770.100,7d7287b0-59e9-11e8-a18e-2b09a713a4c4,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,7,4,4,4,3,4,4,4,4,3,4,4,,,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"Las comisiones, son mas altas que otras opciones.",No
2019-06-28 18:35:28 UTC,2019-06-28 18:41:47 UTC,completed,ios,Safari 12.1.1,fb9cd560-7a72-11e8-9577-e61bcdeb0eed,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,NA,NA,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,Lector de tarjetas,,,Nada,No
2019-06-28 20:53:26 UTC,2019-06-28 20:56:51 UTC,completed,windows,Chrome 75.0.3770.100,b8ee40d0-759c-11e8-be28-4a80e9030de5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,1,3,4,3,3,4,1,5,3,4,4,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,,,,"El servicio dado por el vendedor. Muy voraz y poco/nada de ayuda de parte de el. Solo vino, vendio y se difumino!!!",Nada
2019-06-28 21:27:42 UTC,2019-06-28 21:31:02 UTC,completed,windows,Chrome 75.0.3770.100,2d045ef0-7917-11e8-8b02-0073812f8274,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,10,5,5,4,2,5,5,4,4,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,Lector de tarjetas,,,Quisiera que la comisión fuera mas baja :(,El servicio y la atención al cliente es muy buena
2019-06-28 22:56:16 UTC,2019-06-28 22:59:34 UTC,completed,ios,Safari 12.1.1,71f072c0-7b00-11e8-a8db-f7bd096062da,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Tienda ,9,9,4,5,4,3,4,4,4,5,4,4,5,,Sistema de punto de venta,,,,,,,,Todo bien 👍🏻,No
2019-06-29 02:00:16 UTC,2019-06-29 02:03:05 UTC,completed,ios,Safari 12.1.1,86c6f130-7a4f-11e8-acc2-2f9d7b98f308,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),5,5,5,5,5,1,2,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,La comisión,Ninguna
2019-06-29 04:10:54 UTC,2019-06-29 04:15:02 UTC,completed,android,Chrome 75.0.3770.101,e28ab5e0-7a6f-11e8-be44-0c15a2d7c592,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,4,5,5,5,5,5,5,5,5,,Sistema de punto de venta,,,,,,,,No no e tenido ningún problma,No
2019-06-29 13:06:19 UTC,2019-06-29 13:08:23 UTC,completed,ios,Safari 12.1.1,25800ffc-534c-11e9-b474-568271842579,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Nada,Nada
2019-06-29 15:23:12 UTC,2019-06-29 15:26:31 UTC,completed,ios,Safari 12.1.1,2f3ca8fc-53dd-11e9-b49a-2bfe2a82cdc5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Lo vi en una tienda,8,9,4,5,5,4,5,5,3,4,4,4,5,,,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,,,,Todo muy bien. Solo que quisiera hubiera una forma de usar el lector con distintos dispositivos y tener un reporte individual de cada dispositivo en la cuenta principal. Gracias!,.
2019-06-29 17:21:03 UTC,2019-06-29 17:25:04 UTC,completed,mac,Safari 12.1.1,29ad9bc0-7be9-11e8-ac62-bf2b701f5663,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,5,5,5,5,5,1,5,5,1,5,NA,2,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,Siento que es muy elevado la comisión que tienen. ya estoy buscando otras opciones.,un sistema para que los trabajadores no vean ni si quiera lo que ellos cobran.
2019-06-30 05:05:08 UTC,2019-06-30 05:08:11 UTC,completed,android,Chrome 75.0.3770.101,9dd72066-5339-11e9-baba-9389eb1de1be,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,4,5,3,5,4,5,4,5,5,5,,Sistema de punto de venta,,,,,,,,Solo descontrol en cambio de dispositivo y parte la comisión,Sin problema
2019-06-30 14:09:58 UTC,2019-06-30 14:12:26 UTC,completed,windows,Chrome 75.0.3770.100,02132cd2-5489-11e9-aabe-d012ec57b8b6,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,6,6,4,5,5,1,4,4,4,4,4,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Quisiera que disminuyeran el monto de las comisiones.,Ninguno
