Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hoe ben je in aanraking gekomen met iZettle?,2. 2. Hoe tevreden ben je over het algemeen met iZettle op een schaal van 1 tot 10?,3. 3. Hoe waarschijnlijk is het dat u iZettle zou aanbevelen aan een vriend of collega?,4.1. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Verkooprapportages,4.2. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Klantenondersteuning,4.3. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Stortingen,4.4. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Het totale bedrag die je per kaartbetaling kunt accepteren,4.5. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Accepteren van betalingen,"4.6. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Compatibiliteit met accessoires (b.v. met printers, houders, barcode scanners, etc.)",4.7. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Kaartlezer,4.8. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Het aanbieden van bonnen aan je klanten,4.9. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Je account op my.izettle.com,4.10. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Transactietoeslagen,"4.11. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Onze communicatie (over b.v. over nieuwe functies, tips, account updates, etc.)","5. 5. Van welke van de volgende producten, diensten of oplossingen weet je, of denk je, dat iZettle ze kan aanbieden aan kleine bedrijven?",,,,,,,,,,,6. 6. We zijn altijd op zoek naar manieren om te groeien en de service voor onze klanten te kunnen verbeteren. Geef alsjeblieft aan (en zo ja wat) of er specifiek iets is waar je ontevreden over bent: ,7. 7. We zijn altijd op zoek naar manieren om te groeien en de service voor onze klanten te kunnen verbeteren. Geef alsjeblieft aan (en zo ja wat) of je een bepaalde functie mist in onze dienst:
2019-06-15 23:14:43 UTC,2019-06-15 23:17:51 UTC,completed,ios,Safari 12.1.1,42df46c6-48d9-11e9-8903-760fe29313ad,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,3,3,5,5,5,NA,NA,NA,5,2,3,,,,,,,,,,Geen van het bovengenoemde,,Ik snap niet hoe de toeslag berekend word,Nvt
2019-06-16 08:49:35 UTC,2019-06-16 08:51:31 UTC,completed,windows,Chrome 74.0.3729.169,ecdd24f0-7084-11e8-8b5d-0f422433f042,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,4,4,4,NA,4,4,4,4,4,3,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,nvt,nvt
2019-06-16 18:16:05 UTC,2019-06-16 18:18:04 UTC,completed,android,Chrome 67.0.3396.87,5446e79c-4989-11e9-882d-6ad9531926b8,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online advertenties,9,9,5,3,5,5,5,5,5,5,5,5,5,,Tools voor boekhouding,,,,,,,,,,Ben heel tevreden,Nee
2019-06-16 18:21:01 UTC,2019-06-16 18:24:17 UTC,completed,windows,Chrome 75.0.3770.90,4bdc261e-499b-11e9-8c58-93bd9f21e7de,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online advertenties,7,7,5,4,5,5,3,4,3,NA,NA,2,3,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Met regelmaat weigert het apparaatje of blijft het steken bij het opstarten. Ik moet dan ter plekke improviseren met het gebruiken van Tikkie of een betaalverzoek via ING. Dat is ronduit vervelend.,Zou ik nu even niet weten
2019-06-16 19:08:50 UTC,2019-06-16 19:57:06 UTC,completed,ios,Safari 12.1.1,033320b0-7143-11e8-b031-d0e39e189281,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,7,7,4,4,4,4,4,NA,4,4,4,3,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,Al vaker aangegeven waar we met smacht op wachten is kunnen laten pinnen in het buitenland!!!!,Pinnen in het buitenland
2019-06-16 20:30:38 UTC,2019-06-16 20:37:18 UTC,completed,android,Chrome 67.0.3396.87,c69b3360-7181-11e8-94a9-e4596fc5690e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,10,5,5,5,5,5,4,4,5,5,5,4,,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Soms hapert de bleuthoot verbinding waardoor het apparaat opnieuw verbonden moet worden met het device,Nvt
2019-06-17 08:07:50 UTC,2019-06-17 08:10:43 UTC,completed,windows,Microsoft Edge 18.17763,9cb04ce0-70a3-11e8-a877-db0a59d2b860,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ik heb niets waart ik ontevreden over ben.,ik mis niets
2019-06-17 15:19:09 UTC,2019-06-17 15:21:36 UTC,completed,mac,Chrome 74.0.3729.169,202b0630-7254-11e8-8e1f-14135229ad89,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,2,4,4,4,4,3,4,4,2,4,4,,,,,,,,,,Geen van het bovengenoemde,,"Het zou heel fijn zijn als je iZettle ook in het buitenland kunt gebruiken. Dat kan nu alleen met SumUp, en dat is een vreselijk systeem. Dus hoop dat iZettle ook snel buiten NL werkt!",Betalen in het buitenland
2019-06-17 15:22:24 UTC,2019-06-17 15:31:17 UTC,completed,mac,Safari 12.1.1,97392690-7208-11e8-874e-2baa19ef63c2,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,7,4,5,4,4,4,2,4,1,4,3,4,,Tools voor boekhouding,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Meer keuze tussen printers......,Meer keuze printers...
2019-06-17 15:23:38 UTC,2019-06-17 15:29:12 UTC,completed,windows,Internet Explorer 11.0,9a4aa200-6ef7-11e8-9498-6a52334eb9b4,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),7,7,5,3,5,1,NA,NA,5,NA,5,NA,4,Tools om verkopen te volgen en te analyseren,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ik vind het erg jammer dat bedragen onder €1 niet mogelijk zijn.,verwijder ondergrens aankoop
2019-06-17 16:43:08 UTC,2019-06-17 17:38:02 UTC,completed,android,Chrome 72.0.3626.105,972a0930-71f9-11e8-81d5-698d865aec81,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,4,4,5,4,4,4,4,NA,4,4,NA,,,,,,,,,,Geen van het bovengenoemde,,Ik ben tevreden,Nee
2019-06-17 17:25:37 UTC,2019-06-17 17:29:31 UTC,completed,mac,Safari 12.1.1,f57ac1f0-6f06-11e8-b11f-89a22ab48018,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,niet van toepassing,7,7,4,4,5,5,5,4,2,3,4,3,4,Tools om verkopen te volgen en te analyseren,,,,Kaartlezer,,,,,,,"Izettle werkt gemakkelijk en snel voor alle kaarten. Alleen in onze bar gaat de Izettle erg snel kapot, persoonlijk denk ik voor het vocht waarmee het in aanraking komt. Een hoesje oid dat het beter bestemd is tegen water/bier zou een goede oplossing kunnen zijn.",Dat er iemand langs komt om te kijken hoe we Izettle optimaal kunnen gebruiken.
2019-06-17 17:38:46 UTC,2019-06-17 17:42:19 UTC,completed,mac,Safari 12.1.1,77d94140-7235-11e8-a9cb-47bb8fad22c9,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,8,7,4,5,5,5,5,5,5,4,4,2,4,,Tools voor boekhouding,,,,,,,,,,de gestorte ontvangsten moet ik aan mijn boekhouder uitleggen dat de kosten er al af zijn .,geen
2019-06-18 07:43:32 UTC,2019-06-18 07:46:48 UTC,completed,windows,Chrome 74.0.3729.169,9786b00e-4a84-11e9-b38c-4e4e40476de7,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),7,7,4,NA,NA,4,4,NA,4,4,4,3,3,,,,,,,,,,Geen van het bovengenoemde,,gewoon een tevreden klant,niets
2019-06-18 16:34:34 UTC,2019-06-18 16:37:20 UTC,completed,android,Chrome 74.0.3729.157,7ef9e260-7300-11e8-9bec-cfba788cf9a1,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,8,8,4,5,5,5,5,NA,4,4,5,3,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,Point-of-sale-systeem,,,,,,Niets,Niets
2019-06-18 16:38:14 UTC,2019-06-18 16:42:45 UTC,completed,windows,Microsoft Edge 17.17134,aa923b98-4a69-11e9-88e9-66f9eb862ab2,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,9,10,5,5,5,4,5,5,5,3,5,5,4,,,,,,,,,,Geen van het bovengenoemde,,"als ik dat zou moeten doen, dan moet ik liegen! Ga zo door Izettle….VGR. J.Schipper.",zou het niet weten Sorry... VGR J.Schipper.
2019-06-18 19:23:28 UTC,2019-06-18 19:26:17 UTC,completed,ios,Safari 11.0,4a0823b4-4b45-11e9-9c79-2d9b0b46821d,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Gebruiktenhet in een winkel waar ik even werkte,8,10,5,3,5,5,5,3,5,NA,NA,1,3,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Blijft af en toe hangen. Dan herstarten.,Tel support wknd
2019-06-18 21:01:10 UTC,2019-06-18 21:04:42 UTC,completed,windows,Chrome 74.0.3729.169,671de6d0-4b56-11e9-945c-9ff10f899fa4,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,5,5,4,4,4,NA,5,5,4,3,4,,,,,Kaartlezer,,,,,,,"het bevalt goed, alleen betaal je nogal veel bij grotere transacties",nee
2019-06-18 21:41:33 UTC,2019-06-18 21:44:50 UTC,completed,windows,Chrome 74.0.3729.169,55f63134-4b1d-11e9-8db5-e02c7391471a,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,9,10,4,5,5,5,5,NA,4,NA,5,4,4,,,,,,,,,,Geen van het bovengenoemde,,alles prima,nog niks gemist
2019-06-19 08:07:48 UTC,2019-06-19 08:12:24 UTC,completed,windows,Chrome 74.0.3729.169,4bd1a410-72fe-11e8-a2bf-feda1fbd4c2f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),7,7,NA,3,3,2,2,3,4,NA,3,NA,NA,,,,,,,,,,Geen van het bovengenoemde,,"Graag bedragen onder de € 1,00 kunnen pinnen",?
2019-06-19 12:52:05 UTC,2019-06-19 13:00:01 UTC,completed,windows,Chrome 75.0.3770.100,e4cfbb50-7305-11e8-9739-d4c29eaaa411,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,8,4,4,5,5,5,NA,5,NA,NA,3,2,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Het zou handig als er in de storting zelf en in de mail hiervan komt te staan wat voor producten er zijn verkocht. Dus bijvoorbeeld dat de beschrijving, naam en hoeveelheid van de producten in de app ook in de mail komt. Als dit niet mogelijk is, doordat u deze informatie zelf niet heeft, dan hoeft dat natuurlijk niet en snap ik dat wel.","Ik heb nog weinig mails gekregen over nieuwe functies of producten, dit zou ik zelf wel handig vinden en zou nog verbeterd kunnen worden."
2019-06-19 15:38:36 UTC,2019-06-19 15:41:34 UTC,completed,windows,Chrome 74.0.3729.169,1f863b70-72e8-11e8-a0a4-af05c48640bd,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),9,9,5,5,5,5,5,4,5,5,5,5,5,,,,,Kaartlezer,,,,,,,weet niet of het aan mijn Iphone ligt maar moet vaak weer verbinding zoeken met de kaartlezer,Geen idee
2019-06-19 16:08:31 UTC,2019-06-19 16:13:16 UTC,completed,android,Chrome 74.0.3729.157,e25c2ef0-73e4-11e8-9ae3-5860cea5c37c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,3,4,4,4,3,4,3,3,3,3,Tools om verkopen te volgen en te analyseren,,,,,,,,,Geen van het bovengenoemde,,Werkt goed.,Ik mis geen specifieke functies
2019-06-19 17:25:23 UTC,2019-06-19 17:29:04 UTC,completed,ios,Safari 12.1.1,21cc1a50-72c8-11e8-9146-e6e94705e7ae,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,4,4,4,4,4,5,4,4,4,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ik ben tevreden,Geen
2019-06-19 18:02:56 UTC,2019-06-19 18:04:51 UTC,completed,ios,Safari 12.1.1,18e58680-73cf-11e8-8fef-94f2d810f33d,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,, Zakelijke financiering,,,Ik ben nergens ontevreden over en gebruik me automaat bijna dagelijks,Niks
2019-06-19 22:02:03 UTC,2019-06-19 22:05:19 UTC,completed,android,Chrome 75.0.3770.89,ed527560-738c-11e8-bec5-e729fd5d2e5b,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),9,10,5,4,4,5,4,NA,5,NA,5,4,NA,,,,,Kaartlezer,,,,,,,.,.
2019-06-20 09:52:33 UTC,2019-06-20 09:59:14 UTC,completed,windows,Chrome 75.0.3770.100,206b2680-7393-11e8-8338-9bf0616a26a9,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),6,6,4,2,3,NA,1,NA,3,NA,3,1,NA,,,,,Kaartlezer,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Bij 2 of meer opeenvolgende betalingen geeft de lezer aan betaling mislukt. Dus hebik de betaling opnieuw laten doen. Achteraf bleek dat de betaling 2x was gedaan dus de eerste keer was ook al gelukt. 
Ik moet nu na iedere betaling de lezer uitschakelen en weer inschakelen. Erg vervelend en het kost tijd.",na
2019-06-20 15:26:46 UTC,2019-06-20 15:37:03 UTC,completed,android,Chrome 74.0.3729.157,0fd04ec0-746c-11e8-9693-9ce47d27be8d,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,9,4,4,5,5,5,1,5,3,4,4,4,,Tools voor boekhouding,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Het logo op de bonnen/rapporten is niet MIJN logo maar van mijn grootste opdrachtgever, die niet mijn werkgever is. Ik ben slechts aangesloten daarbij. Zij hebben bemiddeld in de aanschaf en het apparaat is mijn eigendom. Ik ben zzp'er met een EIGEN bedrijfsnaam. Ik wil dit kunnen wijzigen",Nee
2019-06-20 15:52:53 UTC,2019-06-20 15:57:55 UTC,completed,windows,Firefox 67.0,9cb63370-748c-11e8-abcb-ccaf2cc26f16,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,5,NA,4,5,5,NA,5,NA,5,3,4,,,,,,,,,,Geen van het bovengenoemde,,"Ik kan niet echt iets bedenken waar ik niet tevreden over ben. Als ik er dan toch 1 moet noemen de transactietoeslagen mogen wat mij betreft wel wat lager. Ik kom per maand nooit boven de € 2000,- aan pinbetalingen uit, dus blijf ik altijd steken op 3% transactietoeslag",Geen
2019-06-21 07:38:00 UTC,2019-06-21 07:41:11 UTC,completed,windows,Chrome 75.0.3770.100,cde92732-4cb2-11e9-90a7-a87a9eb2b4ad,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,8,9,3,3,5,2,NA,NA,5,NA,3,2,3,,,,,Kaartlezer,,,,,,,betalingen onder 1 euro svp,NA
2019-06-21 08:15:45 UTC,2019-06-21 08:19:17 UTC,completed,windows,Chrome 75.0.3770.100,039360e0-74ab-11e8-a52b-491d757fecb4,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),10,10,5,5,5,5,5,5,5,5,5,3,5,,,,,,Point-of-sale-systeem,,,,,,de batterij is snel leeg,horeca kassa
2019-06-21 13:30:40 UTC,2019-06-21 13:35:13 UTC,completed,windows,Internet Explorer 11.0,86212730-496e-11e8-a68d-905eef7b796e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,8,8,3,4,4,4,4,4,4,NA,3,2,3,,,,,,,,,,Geen van het bovengenoemde,,Ik vind het lastig om na te gaan of alles wat bij mij is gepind ook daadwerkelijk bij mij op de rekening komt.,Totaaloverzicht per maand wat de omzet is en wat aan fee naar jullie is gegaan.
2019-06-21 15:25:20 UTC,2019-06-21 15:28:28 UTC,completed,ios,Safari 12.1.1,6184ebe0-7598-11e8-863c-2c72265fbd16,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,5,4,5,4,1,5,5,5,4,4,3,1,3,,,,,,,,,,Geen van het bovengenoemde,,Dat jullie meteen de transactie kosten afhalen van het bedrag wat je gestort krijgt. Erg vervelend met de boekhouding. Ik zou dit liever maandelijks zien,Nvt
2019-06-21 20:37:59 UTC,2019-06-21 20:40:51 UTC,completed,mac,Chrome 74.0.3729.169,571f24e0-755c-11e8-9bff-66de75de014e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),9,9,5,5,4,4,5,NA,5,4,5,4,3,,,,,Kaartlezer,,,,,,,geen,geen
2019-06-22 05:21:14 UTC,2019-06-22 05:24:27 UTC,completed,android,Chrome 75.0.3770.101,4a2cd180-751e-11e8-8313-efdf378bf167,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,NA,NA,NA,5,5,NA,5,5,5,NA,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,Helemaal tevreden,?
2019-06-22 18:32:26 UTC,2019-06-22 18:38:14 UTC,completed,android,Chrome 74.0.3729.157,187856a2-4e6a-11e9-9046-53acde81839a,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),4,3,4,NA,1,4,2,4,4,4,5,5,4,,,,,Kaartlezer,,,,,,,Als ik eenmaal heb ingelogd is het niet stabiel. Ene keer kan er wel een betaling plaatsvinden en de andere keer doet hij het niet. Zeer lastig als je niet weet of hij het uiteindelijk gaat doen of niet. Wordt er onzeker van en ben niet tevreden over de iZettle. Heb ook al een nieuwe reader gekregen en is nog steeds niet 100% goed werkend,Stabiliteit van de reader
2019-06-22 21:17:48 UTC,2019-06-22 21:23:16 UTC,completed,android,Chrome 75.0.3770.89,80f8b3d0-761a-11e8-b995-fd4dc709a242,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,9,9,5,NA,3,5,5,NA,5,NA,4,2,3,,,,,Kaartlezer,,,,,,,"De kosten vind ik aan de hoge kant, met een pinomzet van €5000-€6000 zijn wij gemiddeld iets meer dan € 100 kwijt, wat voor ons betekent dat we overwegen om een pinautomaat van onze bank te nemen.",Nvt
2019-06-23 04:20:40 UTC,2019-06-23 04:25:58 UTC,completed,windows,Chrome 75.0.3770.100,18d8ad80-75f9-11e8-853f-50b6bb44f8ca,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,9,5,4,5,5,5,3,4,3,4,3,4,,Tools voor boekhouding,,,,,,,,,,verbinding maken met I-phone een beetje ingewikkeld,de naam van de betaler
2019-06-23 08:08:45 UTC,2019-06-23 08:11:04 UTC,completed,windows,Chrome 75.0.3770.100,13665db2-4e79-11e9-a491-341eb63798be,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,5,4,5,5,5,NA,5,NA,5,3,3,Tools om verkopen te volgen en te analyseren,,,,Kaartlezer,,,,,,,Geen bijzonderheden tot nu toe.,Geen bijzonderheden.
2019-06-23 15:19:09 UTC,2019-06-23 15:23:13 UTC,completed,android,Chrome 75.0.3770.101,4b0fc010-76e2-11e8-a294-12c2e7b49d1d,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,5,5,5,5,NA,5,5,5,3,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ben zeer tevreden over iZettle,Gaat prima zo
2019-06-23 17:26:19 UTC,2019-06-23 17:30:31 UTC,completed,ios,Safari 12.1.1,c2c8be40-76c9-11e8-9293-20b211724cf1,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,10,10,5,5,5,5,5,5,5,5,5,5,5,Tools om verkopen te volgen en te analyseren,,,,Kaartlezer,,,,,,,Alles bevalt prima zeer tevreden,Niks
2019-06-23 18:01:17 UTC,2019-06-23 18:03:30 UTC,completed,ios,Safari 12.1.1,575b5970-752e-11e8-af15-f15275f8768e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,9,5,5,5,5,5,5,5,5,5,3,4,,,,,,,,,,Geen van het bovengenoemde,,Nergens,Weet niet
2019-06-23 18:55:42 UTC,2019-06-23 18:59:11 UTC,completed,android,Firefox 67.0,d4760b0c-4ee1-11e9-a9bd-047565b2a6f6,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,10,10,5,NA,5,1,5,NA,5,NA,5,3,4,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Minimum bedrag,'---
2019-06-23 19:38:34 UTC,2019-06-23 19:40:44 UTC,completed,ios,Safari 12.1.1,b770bdb0-76fe-11e8-8d8f-01187168d352,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),9,9,5,4,5,5,5,4,5,4,4,5,5,,Tools voor boekhouding,,,,,,,,,,Geen,Geen
2019-06-24 06:28:30 UTC,2019-06-24 06:33:21 UTC,completed,windows,Microsoft Edge 17.17134,7f15e4f6-4e24-11e9-a4e8-f7234f386747,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,3,5,5,5,5,NA,5,NA,5,5,5,,,,,Kaartlezer,,,,,,,Ik ben niet ontevreden. Alles loopt op rolletjes.,voor mij niets
2019-06-24 09:56:09 UTC,2019-06-24 09:58:48 UTC,completed,windows,Microsoft Edge 18.17763,88715890-753b-11e8-a786-d3d8eca4aff5,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),7,8,5,4,NA,5,5,NA,NA,4,5,4,5,Tools om verkopen te volgen en te analyseren,,,,,,,,,,,Ik ben tevreden over de dienst,Wij missen niks
2019-06-24 10:29:43 UTC,2019-06-24 10:32:15 UTC,completed,android,Chrome 67.0.3396.87,c4662db0-683b-11e8-b030-a40916fef877,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),10,10,5,5,5,5,5,5,5,5,5,3,5,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Tevreden.,Nee
2019-06-24 10:56:13 UTC,2019-06-24 11:03:15 UTC,completed,windows,Chrome 75.0.3770.90,4f0d1752-3aab-11e9-b5fa-a5b1a44597ed,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,8,8,3,3,3,3,3,3,4,3,3,2,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,"Ik kan op mijn bankafschrift mijn eigen notanummer, dat ik bij elke betaling invoer, niet zien en dat vind ik erg onhandig, zeker als jullie twee transacties combineren.",x
