Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hvor hørte du om iZettle?,"2. 2. Generelt, hvor fornøyd er du med iZettle, på en skala fra 1 til 10?",3. 3. Hvor sannsynlig er det at du vil anbefale iZettle til en venn eller kollega?,"4.1. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kontoen din på my.iZettle.com","4.2. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kortleseren","4.3. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Hvordan du kan ta betalt","4.4. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Totalbeløpet du kan godta per kortbetaling","4.5. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Innskuddsordningen","4.6. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Hvordan du kan tilby kundene kvittering
","4.7. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Transaksjonsgebyrene","4.8. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kommunikasjonen (f.eks. meldinger om nye versjoner, tips og triks, Kontooppdateringer)","4.9. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kompatibiliteten med tilbehør (f.eks. skrivere, stativer, strekkodeskannere osv.)","4.10. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Kundestøtten","4.11. 4. På en skala fra 1 til 5, angi hvor fornøyd du er med: Salgsrapportene","5. 5. Hvilke av følgende produkter, tjenester eller løsninger kjenner du til at, eller tror du at iZettle kan tilby små bedrifter?",,,,,,,,,,,6. 6. Vi søker alltid å øke og forbedre servicen vi yter overfor kundene våre. Forklar nedenfor hvis det er noe du er spesielt misfornøyd med:,7. 7. Vi søker alltid å øke og forbedre servicen vi yter overfor kundene våre. Forklar nedenfor hvis det er noe funksjonalitet i tjenesten vår du savner i dag:
2019-06-06 16:56:37 UTC,2019-06-06 16:58:31 UTC,completed,ios,Safari 12.0,e48a3eb0-69c1-11e8-b2a9-55ed1b71171b,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,9,9,5,4,5,5,4,5,4,4,4,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,,,Kortleser,,,,Ingenting,Ikke pr i dag.
2019-06-09 16:46:33 UTC,2019-06-09 16:51:08 UTC,completed,android,Chrome 74.0.3729.157,cf17f000-6b23-11e8-bec9-7ec76822f2da,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,10,4,3,4,5,3,3,2,2,4,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,,,,Kortleser,,Verktøy til å spore og analysere salget med,,"Folk skjønner ikke kvittering, trykker rett på klar",Vet ikke
2019-06-09 19:47:54 UTC,2019-06-09 19:50:13 UTC,completed,windows,Chrome 74.0.3729.169,20ef52a0-6977-11e8-b48e-cf4a03f17a05,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,9,10,4,4,4,4,5,5,3,5,3,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,Ønsker kontantuttak for kundene mine.,Kontantuttak
2019-06-10 18:17:00 UTC,2019-06-10 18:18:48 UTC,completed,ios,Safari 12.0,6ce6e6a0-44cd-11e9-9f2f-30be6f6bd643,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,9,10,5,5,5,5,5,5,5,5,4,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,Bedriftsfinansiering,Fakturaprogram,Bokføringsverktøy,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,Jeg er fornøyd med alt,Jeg er fornøyd med alt jeg har
2019-06-11 17:23:43 UTC,2019-06-11 17:26:13 UTC,completed,ios,Safari 12.1.1,5686d030-6d7f-11e8-b88d-f8ec751ce7af,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),9,9,NA,5,5,5,5,5,2,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)",,,,,,,,,,,Ingen ting,Nei
2019-06-11 19:02:32 UTC,2019-06-11 19:07:17 UTC,completed,windows,Chrome 74.0.3729.169,71a55e80-6da3-11e8-82c8-45fa4ee6614d,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,2,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,Kortleser,,,,"har ikje fått penger på konto siste 10 dagene, kva skydes dette  ?m vh , skoglund camping  / v Tormod  Dalebø   91583230  ta gjerne kontakt på telefon  .","Suport på kveld  ,jobber til 22 00  :-)"
2019-06-12 06:32:45 UTC,2019-06-12 06:35:21 UTC,completed,ios,Safari 11.0,c044b0c4-45af-11e9-9a91-9cbb67ef2264,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,6,8,4,2,5,5,5,5,5,4,5,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)",,,,,,,Kortleser,,,,Hastighet ved betaling,O
2019-06-12 16:50:30 UTC,2019-06-12 16:54:42 UTC,completed,android,Chrome 67.0.3396.87,be5d87b0-6e80-11e8-8343-c300bde17cf6,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,10,10,5,4,5,NA,NA,3,3,4,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,Bokføringsverktøy,Kortleser,,,,Kunne vært enklere å finne frem på nettsidene.,Kommer ikke på noe.
2019-06-12 17:22:44 UTC,2019-06-12 17:26:24 UTC,completed,android,Chrome 75.0.3770.67,eba48fd0-6e11-11e8-81f4-2bc672844b86,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,Bedriftsfinansiering,,,Kortleser,,Verktøy til å spore og analysere salget med,,Ingen ting,Bedre statistikk / analyseverktøy for analysering av produktgrupper i forhold til klokkeslett og ukedager.
2019-06-12 18:34:05 UTC,2019-06-12 18:35:43 UTC,completed,android,Chrome 74.0.3729.157,88759750-6e35-11e8-a078-42f7682af41a,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiale medier,10,10,5,5,5,5,NA,5,4,5,NA,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,Bedriftsfinansiering,Fakturaprogram,,Kortleser,,,,Helt fornøyd,Vet ikke
2019-06-12 20:02:55 UTC,2019-06-12 20:07:20 UTC,completed,android,Chrome 67.0.3396.87,db43cc90-6e76-11e8-8a57-c158fe0507b5,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,5,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,Bedriftsfinansiering,,,Kortleser,,Verktøy til å spore og analysere salget med,,Synes alt er veldig bra,Ingen ting jeg kan komme på
2019-06-12 20:53:22 UTC,2019-06-12 20:57:05 UTC,completed,windows,Chrome 75.0.3770.80,b522c4ec-465e-11e9-aeb6-1de94c2626f5,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internett-søk (Google),8,8,4,5,4,4,4,3,3,2,2,4,5,, Kassasystem,,,,,,Kortleser,,,,Ikke noe spesielt.,Ingen spesielle
2019-06-13 14:44:13 UTC,2019-06-13 14:45:51 UTC,completed,ios,Safari 12.1,970af846-45e9-11e9-b193-8419d15a44b8,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,NA,5,5,NA,5,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,,Kortleser,,Verktøy til å spore og analysere salget med,,Xx,Xx
2019-06-13 19:39:33 UTC,2019-06-13 19:41:14 UTC,completed,ios,Safari 12.1.1,6db52874-38d6-11e9-92d6-b6351592ceae,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,4,5,NA,NA,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,Tilbehør til lojalitet/CRM,,Fakturaprogram,,Kortleser,,,,Ingenting,Nei
2019-06-13 20:26:56 UTC,2019-06-13 20:32:21 UTC,completed,android,Chrome 74.0.3729.157,d8d40370-6ed6-11e8-9041-7f7f4238d438,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),7,7,5,5,NA,5,5,4,5,5,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)",,,,,,,Kortleser,,,Ingen av de ovenstående,Ønsker Android scanner,Mere tilrettelagt for android
2019-06-15 15:50:43 UTC,2019-06-15 15:53:56 UTC,completed,ios,Safari 12.0,ef720f30-7059-11e8-9fab-dfb1ebfb530f,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),10,10,3,5,5,5,5,5,3,2,NA,NA,5,,,,,,,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,"Helt perfekt for et lite grendelag, greie priser og veldig lett å bruke",Ikke noe jeg savner til vårt bruk
2019-06-15 17:42:04 UTC,2019-06-15 17:44:11 UTC,completed,ios,Safari 12.0,00f38010-7076-11e8-ae8b-22f2a70d3862,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),8,8,4,4,4,4,3,4,2,3,4,4,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,Pas,Pas
2019-06-15 19:17:20 UTC,2019-06-15 19:19:32 UTC,completed,android,Chrome 74.0.3729.157,cd099e1a-48e2-11e9-8b21-7b9ebd51041d,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internett-søk (Google),10,10,5,5,5,5,5,5,4,4,4,4,4,,,Verktøy til styring av varebeholdning,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,,,Ingen misnøye,Savner ingenting
2019-06-16 19:19:39 UTC,2019-06-16 19:24:17 UTC,completed,ios,Safari 12.1,69566cd0-7189-11e8-a63e-0bde16e77982,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,10,4,5,4,4,5,4,4,3,3,4,4,, Kassasystem,,,,,,,,,,Kan få ennå mere informasjon men fornøyd er jeg 👍,Fornøyd 👍
2019-06-17 10:49:05 UTC,2019-06-17 11:02:14 UTC,completed,windows,Chrome 74.0.3729.169,8589944a-496a-11e9-a4c1-854eb63e124e,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,8,10,4,4,3,5,5,2,4,2,4,1,2,, Kassasystem,Verktøy til styring av varebeholdning,Tilbehør til lojalitet/CRM,Bedriftsfinansiering,Fakturaprogram,Bokføringsverktøy,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,"Virker ikke som support medarbeidere egentlig vet nok om produktet, da jeg kun får standard svar, og ikke svar på selve spørsmålene jeg stiller. Nå er jeg Android bruker, så jeg synes det virker som support er veldig IOS orienterte...","Ser at Pro versjonen er et stykke fram i tid, men kunne tenke meg en mellomversjon,eller noen tillegg i Kasseversjonen som gjør den enklere i bruk. Dette gjelder stort sett rapportmodulen. I serveringsbransjen må de forskjellige typer alkoholsalg føres på egne konti. Dette hadde vært mye lettere om man bare kunne få summert i rapportene for salg av disse 5-6 artiklene(mat,kaffe,mineralvann,øl,vin, osv.) Noen kunder forventer også og se regningen før de betaler, og noen tilfeller vil de dele regningen. Detter pr.idag ikke mulig.
Pro versjonen vil kanskje ha dette, men der kan jeg ikke se at prisen er konkurransedyktig.Den inneholder også mer enn det vi f.eks. trenger, som liten restaurantbedrift. Jeg har tidligere brukt programvare fra New Zealand(Sabrepoint, Reservation Master). Disse er nok ikke godkjent i Norge i dag, men inneholder mye av den funksjonalitet man trenger for en rimelig pris...."
2019-06-17 18:24:21 UTC,2019-06-17 18:26:59 UTC,completed,ios,Safari 12.1.1,fb1d6728-4a3b-11e9-9e47-fce5fe2118ad,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,NA,NA,5,NA,NA,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,Verktøy til å spore og analysere salget med,,Ingen ting så langt,Jeg er fornøyd
2019-06-20 17:41:21 UTC,2019-06-20 17:50:23 UTC,completed,ios,Safari 12.1.1,4db0e6e0-7468-11e8-b5ad-37c45104204a,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,7,7,4,5,5,5,4,4,3,4,2,3,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,Fakturaprogram,,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,Ønsker muligheten til å ta i mot betaling i flere valuta typer. Som for eksempel Euro eller dollar. Bedriften betjener kunder fra mange land.,Ønsker muligheten til å ta i mot betaling i flere valuta typer. Som for eksempel Euro eller dollar. Bedriften betjener kunder fra mange land.
2019-06-20 21:11:43 UTC,2019-06-20 21:20:37 UTC,completed,ios,Safari 12.1.1,701e439e-4cb2-11e9-bca4-7f9ec28929df,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,9,9,4,5,4,NA,NA,5,3,3,NA,NA,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Ønsker å kunne registrere kunder og fakturere fra kassa.,NA
2019-06-24 05:51:44 UTC,2019-06-24 05:53:22 UTC,completed,ios,Safari 12.1.1,858ffc28-4ef5-11e9-b3de-2c8628c1c3f1,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,8,9,4,4,5,5,5,5,4,4,5,4,4,, Kassasystem,,,,,,Kortleser,,,,Ingenting,Ingenting
2019-06-24 15:45:18 UTC,2019-06-24 15:47:19 UTC,completed,android,Chrome 67.0.3396.87,bb0a9d20-7789-11e8-9f2b-7ecc7a30ce59,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,9,9,5,5,5,5,5,5,3,4,NA,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,,Fakturaprogram,,Kortleser, Verktøy til styring av medarbeidere,Verktøy til å spore og analysere salget med,,Stort sett fornøyf,Fungerer greit for meg
2019-06-25 15:19:54 UTC,2019-06-25 15:24:11 UTC,completed,android,Chrome 75.0.3770.101,e554d880-78a5-11e8-95eb-e2de642f40b7,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,7,7,3,5,5,4,4,5,1,4,4,3,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,,,,,Gebyr for høyt!,😊
2019-06-25 19:39:50 UTC,2019-06-25 19:54:20 UTC,completed,windows,Microsoft Edge 18.17763,6711c6e0-7882-11e8-bdad-8db82ba1ea8b,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,9,10,4,5,5,5,5,5,3,4,4,4,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,,,Kortleser,,,,Ikke misfornøyd med noe nå.,Har ikke noe ønske nå.
2019-06-25 20:18:45 UTC,2019-06-25 20:25:38 UTC,completed,android,Chrome 75.0.3770.101,1250eeb8-50bf-11e9-a6c4-66e0cb1560ac,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,9,10,5,5,5,5,NA,3,3,4,4,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,Tilbehør til lojalitet/CRM,,,,Kortleser,,,,"'-Ønsker å kunne se produktbildene større når man velger dem. Kan være vanskelig å se at det er riktig produkt  man velger.
-Antall enheter på lager i salgsmodus.",Se forrige kommentar
2019-06-26 20:41:23 UTC,2019-06-26 20:44:31 UTC,completed,ios,Safari 12.1.1,3a68a210-7915-11e8-a115-bcc66704daad,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,10,10,5,5,5,5,5,5,5,5,5,5,5,, Kassasystem,,,Bedriftsfinansiering,,,Kortleser, Verktøy til styring av medarbeidere,,,Elsker Izettle! Enklere blir det ikke!,Ingen som jeg kan komme på akkurat nå
2019-06-27 18:40:11 UTC,2019-06-27 18:46:10 UTC,completed,windows,Internet Explorer 11.0,abf46040-7a28-11e8-9b52-38cde621cd1e,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,8,2,5,5,5,NA,5,2,3,3,3,2,,,,,,,,Kortleser,,,,Meget lettvint å ta betalt med ute . raskt oppgjør  osv. men... vanskelig å logge inn på siden  fra datamarskin på kontoret nor man vill ha utskrift til regnskap mm,send raport på mail for hver betaling
2019-06-28 19:35:44 UTC,2019-06-28 19:40:18 UTC,completed,ios,Safari 12.1.1,243c0b86-522b-11e9-bc0c-caab776ddf75,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,3,5,3,4,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,Fakturaprogram,,Kortleser,,,,Ingenting,Tror ikke jeg savner noe PR i dag
2019-06-28 19:58:27 UTC,2019-06-28 20:00:20 UTC,completed,ios,Safari 12.1.1,acb3342c-52de-11e9-8d70-1096f4445293,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,7,7,5,5,5,4,4,5,4,4,4,4,5,, Kassasystem,,,,,,Kortleser,,,,.,.
2019-06-28 22:16:44 UTC,2019-06-28 22:19:36 UTC,completed,windows,Chrome 75.0.3770.100,6000b886-516f-11e9-852d-e56dc3e7280c,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,8,8,NA,4,4,NA,4,NA,4,NA,NA,NA,NA,,,,,,,,Kortleser,,,,Hadde vært ok med kundenes navn på melding om overført beløp,som før
2019-06-30 20:29:06 UTC,2019-06-30 20:33:51 UTC,completed,android,Chrome 75.0.3770.101,a554adca-5444-11e9-bb12-787df851a402,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,10,10,5,5,5,5,5,5,3,5,NA,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,Fakturaprogram,Bokføringsverktøy,Kortleser,,Verktøy til å spore og analysere salget med,,.,.
2019-07-03 08:42:05 UTC,2019-07-03 08:54:07 UTC,completed,windows,Microsoft Edge 17.17134,271c3970-7d10-11e8-834b-993eed7465de,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Nettannonser,9,9,4,4,4,4,NA,4,3,3,NA,2,3,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,,,,,Utfordrende å få kontakt med kundeservice per tlf.,"Dere kunne vært flinkere og besvare tlf, utover det er funksjonaliteten i tjenesten grei."
2019-07-03 09:44:38 UTC,2019-07-03 09:47:55 UTC,completed,ios,Chrome 75.0.3770.103,91947610-7b0c-11e8-8a28-aeec8f09a133,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internett-søk (Google),9,9,5,5,5,4,5,3,3,4,4,4,5,, Kassasystem,,,,,Bokføringsverktøy,,,,,Er fornøyd,Kvittering sendt på SMS til kunden for oss som ikke har kvitterings skriver
2019-07-03 15:44:13 UTC,2019-07-03 15:48:02 UTC,completed,windows,Chrome 75.0.3770.100,c1f3fa20-7ec1-11e8-91a3-8d7b847994f1,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,10,9,5,5,5,5,NA,3,3,4,3,4,4,, Kassasystem,,,,,,Kortleser,,,,Skulle gjerne hatt lågare gebyr,OK
2019-07-03 15:54:10 UTC,2019-07-03 15:57:48 UTC,completed,windows,Chrome 61.0.3163.79,30fd0090-7ece-11e8-8d89-884971c9a567,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Noen anbefalte meg iZettle,8,10,4,4,4,4,NA,4,3,4,4,5,4,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,Bedriftsfinansiering,,,Kortleser,,,,"Mange grønne DNB-kort går ikke i kortleseren. jeg har nevnt dette noen ganger for iZettle. jeg har mange slike kunder, og disse må jeg skrive ut fakturaer til, da de ikke får betalt med kort hos meg.",ok
2019-07-04 08:54:09 UTC,2019-07-04 08:57:07 UTC,completed,ios,Safari 12.1.1,59f607fa-56b7-11e9-a32c-b49caa4c5ccc,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,10,10,NA,5,5,NA,NA,5,3,NA,NA,NA,NA,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,O,O
2019-07-04 18:27:13 UTC,2019-07-04 18:31:08 UTC,completed,windows,Internet Explorer 11.0,fc769a04-57ce-11e9-b9c7-f561acb140b1,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,8,9,5,5,5,3,4,4,1,4,3,3,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,gebyret kan være lavere,bra fornøyd
2019-07-04 21:32:42 UTC,2019-07-04 21:42:58 UTC,completed,ios,Safari 11.0,66f3a930-7661-11e8-98ad-af0a79495672,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,9,10,5,5,5,5,5,5,4,3,5,5,5,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,Verktøy til styring av varebeholdning,,Bedriftsfinansiering,Fakturaprogram,,Kortleser,,,,Jeg er meget godt fornøyd med iZettle.,"Vi bruker bare dette systemet  ca. 3 mnd i året, men gjerne en e- post med opplysninger, oversikt over mulighetersom kan være smarte for oss små bedrifter.  Vi har en liten camping plass. Har ikke så mye tid til å lete på nettet, da det er mye praktisk som skal gjøres i en hektisk sesong."
2019-07-05 17:32:49 UTC,2019-07-05 17:36:16 UTC,completed,android,Chrome 67.0.3396.87,ad09c760-8048-11e8-a76b-bde3cde6419e,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jeg betalte for noe med iZettle eller så noen andre gjøre det,8,9,4,4,4,4,4,4,3,4,3,3,4,, Kassasystem,,,,,,Kortleser,,,,Fornøyd,Ok
2019-07-05 18:26:46 UTC,2019-07-05 18:30:28 UTC,completed,ios,Safari 12.1.1,efff7b86-584d-11e9-9317-295344f61ecd,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Noen anbefalte meg iZettle,10,10,5,5,5,5,5,5,3,3,3,3,5,, Kassasystem,,,,,,,,,,Veldig fornøyd,Ingen ting
2019-07-05 19:38:56 UTC,2019-07-05 19:41:02 UTC,completed,ios,Safari 12.1.1,f9efef3e-55d9-11e9-9e0d-a41d5cecc2c0,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiale medier,6,5,4,5,5,5,5,5,2,4,5,4,3,"Tilbehør til kassasystem (f.eks. kvitteringsskriver, strekkodeleser osv.)", Kassasystem,,,,,,Kortleser,,,,Høy transaksjons pris,Savner api på vipps
2019-07-06 15:29:30 UTC,2019-07-06 15:32:39 UTC,completed,ios,Safari 12.1.1,42da5e70-80ea-11e8-ba37-28bc2dc85e49,3M,NO,email,crm,EU_NO_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Nettannonser,9,8,5,4,5,5,4,5,2,4,3,NA,5,,,,,,,,Kortleser,,,,Koblingen med iphone er ikke alltid bra. De kobler seg ofte fra hverandre,Kobling mellom iphone og izettle er ustabil
