Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Mitä kautta tutustuit iZettleen?,2. 2. Miten tyytyväinen olet yleisesti iZettleen?,3. 3. Kuinka todennäköisesti suosittelisit iZettle ystävälle tai työtoverille?,"4.1. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Viestintä (esimerkiksi uusista iZettlen toiminnoista, vinkit & niksit, tilin päivitykset)",4.2. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Tilisi osoitteessa my.izettle.com,"4.3. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Yhteensopivuus lisävarusteiden kanssa (esimerkiksi tulostimet, telakat, viivakoodinlukijat jne.)",4.4. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Kuitin tarjoaminen asiakkaillesi,4.5. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Yksittäisten korttimaksujen maksukatto,"4.6. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Asiakaspalvelu
",4.7. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Maksujen vastaanottaminen,4.8. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Kortinlukija,4.9. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Myyntiraportit,4.10. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Tapahtumakulut,4.11. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Talletukset,"5. 5. Mitä seuraavista tuotteista, palveluista tai ratkaisuista tiedät iZettlen tarjoavan tai mitä seuraavista arvelet iZettlen voivan tarjota pienyrityksille?",,,,,,,,,,,,,,,,,,"6. 6. Pyrimme aina parantamaan palvelua ja kokemusta asiakkaillemme. Pyydämme teitä ystävällisesti kertomaan, mikäli: olette johonkin erityisen tyytymätön.","7. 7. Pyrimme aina parantamaan palvelua ja kokemusta asiakkaillemme. Pyydämme teitä ystävällisesti kertomaan, mikäli: kaipaat palveluumme joitain uusia toimintoja."
2019-07-05 17:02:29 UTC,2019-07-05 17:08:43 UTC,completed,android,Chrome 74.0.3729.136,1f694ce0-7f86-11e8-a51e-142fc1b3b8c6,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,4,4,4,4,4,4,5,5,5,5,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,,,,,,,,,,,,,En mihinkää,Hyvä näin minulle
2019-07-06 11:04:58 UTC,2019-07-06 11:06:41 UTC,completed,ios,Safari 12.1.1,9c68b650-802a-11e8-8085-1f74ddd4a2f4,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,7,3,5,NA,4,NA,4,4,3,5,3,5,,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,'-,'-
2019-07-06 17:46:21 UTC,2019-07-06 17:58:35 UTC,completed,mac,Safari 12.1.1,2dea27a0-8105-11e8-b480-672072013c72,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,7,6,2,3,2,3,NA,NA,4,4,3,4,4,,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,,Kassajärjestelmä,Yritysten rahoitus,,,,,,,,,,,,,Tuotteiden lisäys ja niiden hallinta on kömpelöä ainakin Applen laitteilla.,Tuki tuotteiden lisäyksessä myös Applen Numbers-ohjelmassa tallennetuille .xls- ja .xlsx-tiedostoille.
2019-07-07 18:46:28 UTC,2019-07-07 18:53:17 UTC,completed,ios,Safari 12.1.1,fe809ae6-5a37-11e9-bb9d-c74f3b468a60,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Verkkomainoksen,8,8,3,3,3,4,4,2,4,4,4,4,4,,,Kortinlukija,,,,,,,,,,,,,,,,Esimerkiksi talletukset ei ole selkeä. Kortin kulut on myös kallis.,Ei ole
2019-07-08 06:52:54 UTC,2019-07-08 06:58:24 UTC,completed,android,Chrome 67.0.3396.87,8a131516-5a06-11e9-8ca8-a2c61ef23ad5,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Verkkomainoksen,7,7,4,4,4,4,4,4,4,4,4,4,4,,,Kortinlukija,,,,,,,,,,,,,,,,"Halpa kortinlukija, sopii yritys aloittamista.",En tiedä
2019-07-08 08:52:46 UTC,2019-07-08 08:55:28 UTC,completed,windows,Chrome 75.0.3770.100,c92b96cc-5a35-11e9-b75c-8caf88c6ab27,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,10,4,5,4,5,NA,5,5,5,4,3,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,,,,,,,,,,,,Erittely pankki- ja luottokorttimaksuista
2019-07-08 15:22:13 UTC,2019-07-08 15:25:33 UTC,completed,android,Chrome 75.0.3770.101,21eb4d60-81b6-11e8-ac08-19d4834f40e9,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,8,8,4,4,3,4,3,4,4,4,4,4,4,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Ehkä hieman korkea tuo välityspalkkio,?
2019-07-09 08:22:36 UTC,2019-07-09 08:28:52 UTC,completed,mac,Safari 12.1.1,109da06e-5a9e-11e9-9b21-aa2246d6cde8,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),9,9,4,4,4,4,4,5,5,4,4,4,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,En ole erityisen tyytymätön.,En osaa sanoa
2019-07-09 11:24:43 UTC,2019-07-09 11:29:06 UTC,completed,android,Chrome 75.0.3770.101,39dfa34a-5aa4-11e9-9d87-3b7ed6724ce4,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiaalisen median,9,10,4,3,4,5,NA,5,5,3,4,4,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,"Tuotteiden hinnoittelussa minulla on ollut pieniä ongelmia,sitten huomasin,että nollat tarvitsee kirjata myös.","Tuotteen olisi myös hyvä saada jotenkin poistettua,sitä en ole onnistunut vielä tekemään"
2019-07-09 19:20:24 UTC,2019-07-09 19:25:04 UTC,completed,android,Chrome 75.0.3770.101,772d0fa4-5b93-11e9-bf45-6cbd781168a6,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,NA,NA,4,NA,NA,4,4,4,3,NA,,,,,,,,,,Ei mitään näistä,,,,,,,,,'-,'-
2019-07-10 05:00:20 UTC,2019-07-10 05:02:06 UTC,completed,android,Chrome 67.0.3396.87,1fc1d170-7915-11e8-817b-202e9558777c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,7,6,3,4,4,3,4,3,3,1,3,3,3,,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,Kortinlukijassa huono akku,Jep
2019-07-10 09:33:08 UTC,2019-07-10 09:39:47 UTC,completed,windows,Firefox 67.0,6cd0eb28-5456-11e9-8f70-0f1e8263efbf,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,8,8,3,4,3,2,4,5,5,5,4,3,3,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,,,,,,,,,,,,,Minulle ei ole oikein auennut tuo asiakkaalle tulevan kuitin ongelma. Toisinaan asikas saa kuitin välittömästi puhelimeensa joko e-mailiin tai viestinä. Toisinaan taas ei onnistu ei millään. Miten tämä kuitti saadan lähtemään asiakkaalle oikeasti?,No tuo kuittiasia nyt on päällimmäisenä
2019-07-10 15:49:22 UTC,2019-07-10 15:51:05 UTC,completed,windows,Firefox 68.0,a72cadf0-840b-11e8-ba0a-796b6d15ff7a,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,10,10,3,5,NA,5,NA,NA,5,5,5,2,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kustannuksia voisi vähän pienentää,en kaipaa
2019-07-10 18:30:33 UTC,2019-07-10 18:34:59 UTC,completed,android,Chrome 75.0.3770.101,e376cef0-8404-11e8-b84e-a4874d6a3dfd,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,10,10,5,4,NA,5,NA,5,5,5,3,3,3,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kirjanpitoon tulostettavat kuukausiraportit pitää ettiä monen mutkan kautta,Katso edellinen
2019-07-10 18:43:52 UTC,2019-07-10 18:47:56 UTC,completed,android,Chrome 72.0.3626.121,8ef385f4-5c1b-11e9-bb18-23e58fa0558a,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,3,4,4,5,4,4,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Olen tyytyväinen. Maksutapahtumia on vielä vähän, mutta maksutapahtumia aivan korvaamaton. Edullinen ja nopea palvelu.",En keksi juuri nyt mitään erikoista. Ehkä lisää tuotevarioita ja kansioita eri tuoteryhmille.
2019-07-11 04:03:49 UTC,2019-07-11 04:06:10 UTC,completed,windows,Firefox 52.0,5b4b1240-8047-11e8-9c2b-a815c66cdcfb,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,10,4,4,NA,NA,NA,NA,4,4,5,4,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,..,Tällä hetkellä en kaipaa
2019-07-11 06:15:45 UTC,2019-07-11 06:17:41 UTC,completed,windows,Internet Explorer 11.0,243436fa-5c43-11e9-8582-00ed7bea5cc8,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,10,10,4,4,NA,4,NA,5,5,5,3,3,5,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Myyntiraporttien raakadata voisi olla parempi, jotta olisi helpompi jatkojalostaa.",'-
2019-07-11 16:06:00 UTC,2019-07-11 16:07:50 UTC,completed,windows,Microsoft Edge 17.17134,ab295ddc-5ab0-11e9-9c6c-b6f633502335,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Verkkomainoksen,10,10,4,5,5,NA,5,5,5,5,5,5,5,,,Kortinlukija,Varastonhallintatyökalut,,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,x,x
2019-07-11 17:08:28 UTC,2019-07-11 17:12:18 UTC,completed,android,Chrome 67.0.3396.87,72c30a90-84fc-11e8-9fde-8bce50e11f63,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,5,5,5,5,5,5,5,3,5,3,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Ohjelma jumittaa turhan usein, ostoskori ei lataudu, tapahtuma peruutettu. Ehkä selkeämmät alennusprosentit isoimmille luvuilla saisi olla valittavissa ilman että erikseen ne sinne kirjoittaa.","Lisää alennusprosenttikohtia,"
2019-07-11 17:42:27 UTC,2019-07-11 17:46:18 UTC,completed,android,Chrome 75.0.3770.101,cc94dc60-84f2-11e8-8f6b-b0e043af2401,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,8,9,4,4,3,4,4,4,4,4,4,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Jos saatte tulostuksen toimimaan eprinttinä niin olisin vieläkin tyytyväisempi,Eprint
2019-07-12 15:58:59 UTC,2019-07-12 16:02:39 UTC,completed,windows,Firefox 68.0,ccf5a780-8596-11e8-836d-2cbfe28791b2,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,9,10,4,5,4,4,4,5,5,5,5,3,5,,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,kaikki hyvin,ei lisä tarpeita
2019-07-12 17:39:11 UTC,2019-07-12 17:42:30 UTC,completed,android,Chrome 75.0.3770.101,578f76de-53f3-11e9-a1e2-737ea77e90a0,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Sosiaalisen median,8,9,4,3,5,4,4,3,4,5,5,3,3,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Voiko tilin sähköpostiosoitteen vaihtaa?,Ei
2019-07-12 18:38:01 UTC,2019-07-12 18:41:09 UTC,completed,ios,Safari 12.1.1,c4e049dc-5dfa-11e9-ace8-e3855b2d1c72,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,9,3,3,4,5,4,3,5,5,3,3,5,,,,Varastonhallintatyökalut,,,,,,,,,,,,,,,Nada,.
2019-07-12 19:02:13 UTC,2019-07-12 19:04:27 UTC,completed,android,Chrome 75.0.3770.101,53955cf0-85e6-11e8-8fd0-a1df3ae8ddb8,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,8,NA,5,NA,NA,NA,NA,5,4,NA,4,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,,,,,,,,,,,,,Ei valittamista,Nykyinen riittää hyvin
2019-07-13 16:19:34 UTC,2019-07-13 16:23:04 UTC,completed,ios,Safari 12.1.1,eb3688c0-869c-11e8-a166-7a0546a4d536,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,4,NA,4,5,5,5,5,5,5,,,,,,,,,,Ei mitään näistä,,,,,,,,,ok,ok
2019-07-14 15:09:25 UTC,2019-07-14 15:12:57 UTC,completed,android,Chrome 67.0.3396.87,fca05572-5e83-11e9-b9c0-eec8c18bd6cf,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,7,7,NA,4,NA,4,NA,NA,4,2,4,3,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Yhteys kännykän ja kortinlukijan välillä putoaa jatkuvasti pois päältä eikä yhteydenluominen onnistu uudestaan nopeasti. Myyntitilanteessa noloa pyytää asiakasta odottamaan...,"Ei toiveita,"
2019-07-14 16:41:33 UTC,2019-07-14 16:44:57 UTC,completed,android,Chrome 75.0.3770.101,7959452c-5f80-11e9-8b14-1e9d0d5411c2,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,1,NA,NA,2,NA,NA,5,5,5,3,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,Kuitti tulostinten hinta on liian suuri.,Sähköisen kuitin puhelinnumeron haku puhelimesta.
2019-07-14 17:34:25 UTC,2019-07-14 17:36:55 UTC,completed,android,Chrome 67.0.3396.87,4371c366-5f90-11e9-9c47-bf61956ec678,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),7,6,3,4,NA,2,4,1,4,4,4,2,4,,,,,,,,,,Ei mitään näistä,,,,,,,,,Olen laittanut useita kysymyksiä ja vastannut mm. edelliseenkin palautekyselyyn ja jättänyt yhteydenottopyyntöjä mutta mihinkään ei vastata,Asiakaspalvelu olisi hieno asia
2019-07-15 04:55:18 UTC,2019-07-15 04:59:08 UTC,completed,windows,Chrome 75.0.3770.100,9564ae60-8735-11e8-9e27-683a07f4e026,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,9,9,4,4,4,4,4,4,4,5,5,5,4,,,Kortinlukija,,,,,,,,,,,,,,,,1,1
2019-07-15 06:00:03 UTC,2019-07-15 06:10:21 UTC,completed,ios,Safari 12.1.1,884d28b8-5f40-11e9-991a-c331f190c417,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,4,5,4,5,4,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,En ole erityisen tyytymätön,En kaipaa uusia toimintoja
2019-07-15 16:58:24 UTC,2019-07-15 17:00:36 UTC,completed,android,Chrome 75.0.3770.101,5fc85690-8856-11e8-bfe7-46e800689318,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),8,9,3,4,2,3,4,NA,4,3,3,4,4,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Uusin korttikone ei ole niin hyvä yhteyksien suhteen,'-
2019-07-15 17:25:10 UTC,2019-07-15 17:28:31 UTC,completed,android,Chrome 75.0.3770.101,e437e730-8845-11e8-b030-cba3a5eefc7b,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,7,7,4,3,NA,4,NA,NA,5,5,5,1,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Kulujen pitäisi mielstäni laskea, kun kuukausittaiset tulot ylittää tietyn määrän.",Ei lisättävää
2019-07-15 17:40:49 UTC,2019-07-15 17:44:04 UTC,completed,android,Chrome 75.0.3770.101,e56c38c6-6045-11e9-9a76-97a959881f87,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,10,9,5,5,NA,5,5,5,4,5,5,4,4,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Ei valittamista,Käyttänyt vasta vähän aikaa joten en osaa vielä sanoa
2019-07-15 18:45:16 UTC,2019-07-15 18:50:59 UTC,completed,android,Chrome 63.0.3239.111,7f7f12d0-8847-11e8-a68a-e443d3151484,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,9,5,5,1,4,4,NA,4,5,5,4,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Yhteensopivuus esim. Kuitti tulostimiin (rajapinta auki).  Positiivistakin haluan kertoa, kortinlukija on hieno ja näppärä.",En kaipaa juuri nyt.
2019-07-15 19:14:10 UTC,2019-07-15 19:18:57 UTC,completed,ios,Safari 12.1,6f0bfdb0-8607-11e8-8d8f-177cdc3136d9,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,6,6,2,4,2,4,4,2,3,4,4,4,4,,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,Ilmainen asiakaspalvelunumero ongelmatilanteissa.,.
2019-07-16 07:08:00 UTC,2019-07-16 07:11:12 UTC,completed,windows,Chrome 75.0.3770.100,828d7c20-5ffe-11e9-983e-073b2336bd0f,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,4,5,5,5,5,5,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,välillä yhteys puhelimeen katkeaa ilman selkeätä syytä ja jää jumiin kunnes uudelleen käynnistää molemmat,olen tyytyväinen
2019-07-16 15:50:21 UTC,2019-07-16 15:55:23 UTC,completed,android,Chrome 60.0.3112.116,fef3c730-88d9-11e8-9551-80e1420ac0d8,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,8,6,4,4,4,3,4,3,4,5,4,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Proviikkaan,.
2019-07-16 16:34:27 UTC,2019-07-16 16:38:47 UTC,completed,android,Chrome 74.0.3729.136,2708d59a-6100-11e9-985f-487cdad97488,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),8,8,3,4,4,5,3,5,4,4,4,3,3,Myynnin seuranta- ja analysointityökalut,,,Varastonhallintatyökalut,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kuittiin ei pysty liittämään asiakkaan nimeä. Sairauskassa ei hyväksy kuittia jos siinä ei näy maksajan nimi,En koe tarvitsevani uutta tällä hetkellä
2019-07-16 17:20:34 UTC,2019-07-16 17:27:24 UTC,completed,windows,Chrome 75.0.3770.142,4c02bf4c-6109-11e9-a522-63350968fe26,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,4,5,NA,4,NA,5,5,5,5,4,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kahden kuukauden kokemuksen jälkeen olen ainoastaan tyytyväinen. Soveltuu erinomaisesti tarpeisiimme.,Pienen yrityksen tarpeet on huomioitu eli en kaipaa tällä hetkellä mitään uutta.
2019-07-17 06:27:33 UTC,2019-07-17 06:32:45 UTC,completed,chrome_os,Chrome 75.0.3770.129,0fe4ab50-890b-11e8-96df-850e9e96dcdc,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,10,5,5,5,4,5,5,5,4,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,,,,,,,,,,,,,"Lähimaksu. Laite ottaa asiakkaan lompakosta toisen kortin tiedot, vaikka toinen kortti on kiinni laitteessa, mikäli asiakas ei ole suojannut kortteja lompakossa.Eli ottaa signaalin liian kaukaa.",Jos tuota edellistä voi korjata??
2019-07-17 06:34:20 UTC,2019-07-17 06:51:17 UTC,completed,windows,Internet Explorer 11.0,ece3050c-5cdb-11e9-a683-49389c8e88f1,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,4,4,4,4,4,4,4,3,4,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Myyntiraportit olisihyvä saada lähtemään automaattisesti esim kirjanpitäjälle. Eli asetuksista saisi valittua sähköpostiosoitteen johon valitun aikavälin raportit lähtisi automaattisesti valittuna päivänä. Työntekijöille/toimipisteille (joilla käytössä izettle) pitäisi pystyä antamaan lisää valtuuksia. Esim raporttien lähettäminen jne.,Myyntiraportit olisihyvä saada lähtemään automaattisesti esim kirjanpitäjälle. Eli asetuksista saisi valittua sähköpostiosoitteen johon valitun aikavälin raportit lähtisi automaattisesti valittuna päivänä. Työntekijöille/toimipisteille (joilla käytössä izettle) pitäisi pystyä antamaan lisää valtuuksia. Esim raporttien lähettäminen jne.
