Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. How did you find out about iZettle?,"2. 2. Overall, how satisfied are you with iZettle, on a scale from 1 to 10?",3. 3. How likely is it that you would recommend iZettle to a friend or colleague?,"4.1. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Deposits","4.2. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: The total amount you can accept per card payment","4.3. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Communication efforts (e.g., about new features iZettle releases, tips & tricks, account updates)","4.4. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Your account on my.izettle.com","4.5. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Customer support","4.6. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Taking payments","4.7. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Compatibility with accessories (e.g., printers, stands, barcode scanners, etc.)","4.8. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Transaction fees","4.9. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Sales reports","4.10. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Card reader","4.11. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Offering your customers a receipt","5. 5. Which of the following products, services or solutions do you know or think that iZettle can offer small businesses?",,,,,,,,,,,6. 6. We are always looking to grow and improve the service for our customers. Please explain below if there is anything you are particularly dissatisfied with:,7. 7. We are always looking to grow and improve the service for our customers. Please explain below if there is any functionality in our service that you are missing today:
2019-07-14 22:17:32 UTC,2019-07-14 22:23:44 UTC,completed,mac,Chrome 75.0.3770.100,c6a28a16-5f79-11e9-af07-5a4e2b4d7707,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,9,9,3,5,5,5,5,5,NA,3,4,5,5,,,,,Invoicing,,Tools to track and analyze sales,,,,,not really,the account balance should be always prominent and more easier to access than clicking on the menu. Overall it is an important information for any business in order to manage the cashflow.
2019-07-15 08:26:44 UTC,2019-07-15 08:34:39 UTC,completed,ios,Safari 10.0,233b35b0-8687-11e8-b5c5-d990001874ba,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,A friend use to have one,3,2,2,5,1,1,1,5,2,1,3,NA,NA,,,,,,,,,,,None of the above,"I'd like izettle to inform immediately how much commission it will take from each individual transaction so that the customer can see there and them if they want to take the charges or not. Plus stop charging us for the percentage we charge the customer to pay izettle charges. It's extremely annoying not knowing how much each payment will cost. 

Izettle must fix this ASAP or I might also stop using izettle as my business  method of taking payments. 

Thank you 
PeaceQuiet®",Not that I'm aware
2019-07-15 08:27:14 UTC,2019-07-15 08:40:23 UTC,completed,android,Chrome 64.0.3282.137,52bd465c-5f80-11e9-b4a2-cc5aefb96721,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,7,7,3,5,4,5,4,3,NA,4,4,3,5,,,,,,,,,,Accounting tools,,Pairing is often an issue very embarrassing  with a customer waiting to pay otherwise a great bit of kit however if another card reader without pairing issues was available I would swap over as continuity at POS is crucial for customer confidence.,Pairing... sales have been lost with customer's waiting too long for  connection.
2019-07-15 11:12:27 UTC,2019-07-15 11:14:26 UTC,completed,ios,Safari 12.1.1,4f368cd8-5f75-11e9-98df-8cf2f397552e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,10,4,3,4,5,5,5,5,5,5,5,3,,,,,Invoicing,,,,,Accounting tools,,N/a,N/a
2019-07-15 15:37:04 UTC,2019-07-15 15:43:09 UTC,completed,android,Chrome 67.0.3396.87,6ca4bc50-8865-11e8-8188-4fef8f533a15,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,NA,3,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Nothing,Nothing
2019-07-15 15:46:30 UTC,2019-07-15 15:48:22 UTC,completed,ios,Safari 12.1.1,dcd9c77a-5d00-11e9-8f68-9e576c3ca10a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,10,10,4,4,5,5,NA,5,NA,4,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,,,,,,"Not at all, this has been brilliant for our cricket club",Not sure
2019-07-15 15:54:17 UTC,2019-07-15 16:03:19 UTC,completed,android,Chrome 75.0.3770.101,64618dc0-8856-11e8-a2e4-be43ded18a0c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,9,5,3,3,4,5,5,NA,3,3,5,NA,,,,,,,,,,,None of the above,Issues pairing with multiple phones. If a different mobile phone is used to connect to the reader which is also paired the reader will look for the previous connected mobile phone. So what I'm trying to say different drivers using the same reader is problematic. If driver 1 carried out the last transaction. When driver 2 attempts to connect to the reader the reader will search for driver 1 mobile phone. FYI Both mobile phones are paired with the reader.,
2019-07-15 17:43:55 UTC,2019-07-15 17:46:41 UTC,completed,android,Chrome 74.0.3729.157,74f7bea4-5c70-11e9-aa15-0b0ed8e52db1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,10,10,5,3,4,5,5,5,4,5,5,5,3,,,,,,,,,,,None of the above,Non,No
2019-07-15 18:20:08 UTC,2019-07-15 18:24:02 UTC,completed,windows,Chrome 75.0.3770.100,67716156-601f-11e9-96fa-f82d983a3739,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,We had it for another part of our business,4,5,1,5,5,2,5,3,5,5,5,2,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,Accounting tools,,"1.  Card Payments take too long to go into our business bank accounts.  Paypal and World pay are a lot quicker.
2.  Card reader crashes unexpectedly, during service its a pain because I have to close everything down. I can't expect a customer to wait so I have to use my World pay machine.",n/a
2019-07-15 18:56:42 UTC,2019-07-15 18:59:59 UTC,completed,ios,Safari 12.1.1,0df3cd20-8821-11e8-acaf-7a2ca7cc0614,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,6,5,4,5,4,4,NA,3,NA,5,4,3,2,,,,,,,Tools to track and analyze sales,,Tools to manage inventory,Accounting tools,,The reader often claims to be unconnected to my phone (even when it is)and I can’t make transactions. I have lost sales because of this.,None
2019-07-15 19:10:07 UTC,2019-07-15 19:12:48 UTC,completed,android,Chrome 75.0.3770.101,e6144ee8-6032-11e9-bdeb-087ac256ccac,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,9,9,5,5,5,5,4,5,NA,3,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Na,No
2019-07-15 19:39:57 UTC,2019-07-15 19:43:01 UTC,completed,mac,Safari 12.1.1,02d4376a-603c-11e9-8820-90ca8146b796,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,10,5,5,5,5,NA,4,NA,3,5,4,NA,,,,Card Reader,,,Tools to track and analyze sales,,Tools to manage inventory,,,"The card reader has occasionally refused to recognise someone's card, but this has so far always been resolved by turning it off and turning it on again. It would just be nice if this never happened at all.",No - but I only use my card reader in a very simple way anyway.
2019-07-15 20:46:31 UTC,2019-07-15 20:49:52 UTC,completed,android,Chrome 75.0.3770.101,0c7de662-6032-11e9-bdc5-b04e638b1d1a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),7,7,4,5,3,4,3,2,3,4,5,2,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,,,,,,,Accounting tools,,Card reader often won't read cards when first turned on resulting in the app and card reader needing to be left on alll the time.,Na
2019-07-16 08:04:23 UTC,2019-07-16 08:07:18 UTC,completed,ios,Safari 12.1.1,57a801a0-65be-11e8-9c42-ae69f6d66741,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,7,6,NA,NA,5,3,4,4,3,3,4,3,3,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,,,,,,,,,Thanks,I need a ticket to be printed into the kitchen as well as at the ordering desk. I would need to take the equipment on some kind of loan or rental as it’s too expensive for me at the moment so I can’t use izettle and I’m using a different service
2019-07-16 08:34:00 UTC,2019-07-16 08:37:51 UTC,completed,android,Chrome 67.0.3396.87,15d8f5f0-6071-11e9-8d29-77d64687832c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),7,7,1,NA,3,3,4,3,NA,4,4,4,NA,,,,,,,,Business financing,,,,You need the option for payments over the phone.  We have one account but multiple devices.  How do we differentiate different events.  It would be good to have multiple screens on the app so we could have different price buttons set up.,See previous
2019-07-16 09:44:57 UTC,2019-07-16 09:47:38 UTC,completed,ios,Safari 12.1.1,7932aedc-602d-11e9-b2f1-9129defd84b1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,5,5,5,5,NA,, Loyalty/CRM add-on,,,,,,,,,,Nothing,Spare reader
2019-07-16 15:18:58 UTC,2019-07-16 15:21:17 UTC,completed,android,Chrome 75.0.3770.101,893077f0-88c5-11e8-89f5-4e073b07ddb0,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,,Tools to track and analyze sales,,,,,N/a,No
2019-07-16 15:39:57 UTC,2019-07-16 15:42:30 UTC,completed,ios,Safari 12.1.1,136981f0-892f-11e8-ab49-0645b77da2ae,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,10,5,NA,5,5,NA,5,NA,2,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,,Tools to track and analyze sales,,Tools to manage inventory,,,N/A,N/A
2019-07-16 17:11:21 UTC,2019-07-16 17:14:13 UTC,completed,ios,Safari 12.1.1,9a1e1a00-88f1-11e8-b9af-57e2f19b85df,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,8,10,4,5,5,5,NA,4,NA,4,3,4,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,Accounting tools,,Would like more detailed reports especially with transaction fee taken off each sale rather than a total for the day overal,No
2019-07-16 17:16:27 UTC,2019-07-16 17:20:40 UTC,completed,ios,Safari 12.1.1,6ed03a90-8833-11e8-988f-01bf2a70b53b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),8,9,4,5,4,4,NA,4,2,3,4,4,2,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Inability to print with a small font on a6 sized paper on a standard printer,Ability to invoice to non uk country
2019-07-16 18:16:12 UTC,2019-07-16 18:20:25 UTC,completed,ios,Safari 12.1.1,b78cfe94-60dc-11e9-8a86-a71e732a857e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,10,5,4,5,5,5,4,NA,4,5,5,4,,,,,,,,,,,None of the above,Not particularly dissatisfied with but it would be useful to increase the limit on private accounts to over £1000 per day.,Nothing I can think of.
2019-07-16 18:16:37 UTC,2019-07-16 18:20:17 UTC,completed,ios,Safari 12.1.1,45a9ab5a-614b-11e9-b6f4-0b548d888de1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,Point-of-sale system,,,,Accounting tools,,Absolutely nothing at all,Nothing
2019-07-16 18:17:30 UTC,2019-07-16 18:18:28 UTC,completed,ios,Safari 12.1.1,36fff9d8-6132-11e9-b04e-e1fd1d022f0d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Nothing,Nothing
2019-07-16 18:18:09 UTC,2019-07-16 18:22:15 UTC,completed,windows,Microsoft Edge 17.17134,c27c0afe-60df-11e9-b6e9-07afd41b3f77,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),8,10,5,5,5,5,5,5,NA,4,NA,5,5,,,,Card Reader,Invoicing,Point-of-sale system,,,,,,"The length of time between taking a card payment and it actually arriving in my business account should be quicker, why the delay?",I am happy with the service I am currently receiving.
2019-07-16 18:21:34 UTC,2019-07-16 18:24:11 UTC,completed,ios,Safari 12.1.1,eda2d760-8919-11e8-95b8-7f5abba62427,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Television,10,10,5,5,5,5,5,5,5,5,5,5,NA,, Loyalty/CRM add-on,,Card Reader,,,,,,,,Nothing at all,None
2019-07-16 18:58:24 UTC,2019-07-16 19:02:52 UTC,completed,ios,Safari 12.1.1,a0abcdfc-6142-11e9-bf1d-9f88663b79d4,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,3,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,Accounting tools,,Make payments quicker in to your account,No
2019-07-16 21:06:59 UTC,2019-07-16 21:11:11 UTC,completed,ios,Safari 12.1.1,15dc8660-612b-11e9-b168-b8862fe01400,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,5,5,5,5,,,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,Accounting tools,,At this moment in time I can’t think of anything,Nothing thanks
2019-07-16 21:34:58 UTC,2019-07-16 21:37:05 UTC,completed,ios,Safari 12.1.1,9c9d5088-610f-11e9-8103-c0bfaabf005c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,9,5,5,4,5,NA,5,NA,3,4,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,Card Reader,Invoicing,Point-of-sale system,,,,,,Nothing,Not that I need at present
2019-07-16 22:22:56 UTC,2019-07-16 22:30:52 UTC,completed,ios,Chrome 73.0.3683.68,4a223018-56aa-11e9-b034-9ca33f00ca4b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,8,9,5,5,4,3,3,5,NA,4,4,5,5,, Loyalty/CRM add-on,,,,,Tools to track and analyze sales,,,,,"There have been a couple of occasions where I have tried to log in and there has been an update on the server but I was not made aware prior to this.
There are a couple of features I would like to see added to the e-commerce section","An Add on for bespoke services whereby customer can choose from a range of custom designs for products they are purchasing. At the moment I can only offer 2 variants on the drop down boxes and then the client has to email me with a 3rd.
The variants are Scent (of which I have 31 different scents), glitter (there are 4 of) and Finish (2 options for this) this means it goes way over 99 and it’s not making the customers life easy when making a purchase decision.
Each of the customisable elements have an increase in price but as I can’t add them all into the drop down menu, I can’t charge extra for everything.

Also on the e-commerce page, it would be better if you could add text anywhere rather than in blocks.

I hope this makes sense?"
2019-07-17 01:33:07 UTC,2019-07-17 01:36:17 UTC,completed,ios,Safari 12.1.1,98a94290-8918-11e8-b65f-7f90d0999c13,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,Accounting tools,,Am satisfied with the great service,Nothing Missing
2019-07-17 10:10:17 UTC,2019-07-17 10:13:45 UTC,completed,mac,Safari 12.1.1,67fde860-7ed4-11e8-87c4-b070784fd730,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,4,5,NA,5,NA,4,NA,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,,,"None, I don't use the device much but when I do I love it!",none
2019-07-17 10:25:49 UTC,2019-07-17 10:32:32 UTC,completed,ios,Safari 12.1.1,793a953e-5c9a-11e9-be28-87cf5c2cfa0e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,10,1,5,5,5,NA,5,NA,5,5,5,5,,,,,,,,,,,None of the above,"The only aspect I am dissatisfied with is the length of time it takes for the money to be deposited into my account. My sales are generated on a Wednesday as my business operates in the evening on this day, my takings are not deposited into my account until the following Monday morning. Seriously?? I am a small business I cannot afford to wait that long. I should have the money by Friday at the latest. Please do something about this. With the present situation my business is wasting 4 days due to waiting for the money.",N/A
2019-07-17 10:53:46 UTC,2019-07-17 10:58:33 UTC,completed,ios,Safari 12.1.1,260b4010-88c0-11e8-905c-c574278ceb50,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,10,5,5,4,5,4,5,5,5,5,5,5,, Loyalty/CRM add-on,,,,Point-of-sale system,,,,,,"The only thing I think is missing is the facility to take payments without the reader; Paypal Here has this, and I use it when I’m doing house calls; it’s a simple manual-entry system where you enter the card details and the payment is processed through the app. Adding this feature would make iZettle 100% perfect for me.",See previous comment
2019-07-17 16:15:15 UTC,2019-07-17 16:19:04 UTC,completed,ios,Safari 12.1.1,7c3e12f0-8997-11e8-a294-b5efbce1ca1d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,7,7,2,5,4,4,4,4,4,2,4,4,4,,,,Card Reader,,,,,,,,"Why can’t the money be put into my account quicker?
There were delays in the last couple
Of months",.
2019-07-17 16:37:27 UTC,2019-07-17 16:40:30 UTC,completed,ios,Safari 12.1.1,e1f53e50-89b2-11e8-b801-b166b9e0669b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,5,5,5,NA,,,,,,,,,,,None of the above,Would like one we’re you don’t need to use the phone.,No
2019-07-17 18:22:45 UTC,2019-07-17 18:25:21 UTC,completed,ios,Safari 12.1.1,30da171e-61f0-11e9-8204-15427e27b511,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),8,9,4,5,NA,4,5,4,NA,4,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,Tools to manage inventory,,,Nothing specific,N/a
2019-07-17 18:32:48 UTC,2019-07-17 18:37:34 UTC,completed,ios,Safari 12.1.1,8ca1b8d4-61b1-11e9-8a6b-6c304a029280,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,6,5,3,4,4,4,5,3,3,1,3,4,5,,,,,,,,,,,None of the above,The amount of time transactions take to get to the bank account. There are others offering next day fund availability.,Funds available next day
2019-07-17 19:09:37 UTC,2019-07-17 19:12:15 UTC,completed,ios,Safari 12.1.1,de6d48c0-88f1-11e8-ab3d-73bdf2124c81,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,10,4,5,4,4,4,5,4,3,5,5,5,,,,,,,,,,Accounting tools,,Na,Na
2019-07-17 20:11:30 UTC,2019-07-17 20:17:01 UTC,completed,ios,Safari 12.1.1,b5b2405e-61e3-11e9-aeb9-229827cbc9e2,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,7,5,5,4,3,4,4,4,2,4,3,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,Point-of-sale system,Tools to track and analyze sales,,,,,Charges. I was advised that our rates would drop to 1.25% as soon as we hit £40k turnover. This still hasn’t happened.,None
2019-07-17 21:04:24 UTC,2019-07-17 21:07:54 UTC,completed,android,Chrome 67.0.3396.87,772e1afc-622d-11e9-a840-1110ea4317d9,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,4,NA,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,Point-of-sale system,Tools to track and analyze sales,,,,,No not at all,No
2019-07-17 21:26:10 UTC,2019-07-17 21:33:02 UTC,completed,ios,Safari 10.0,40b38ee0-8992-11e8-84d8-54657b0365a7,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,Card Reader,Invoicing,,,,,,,Not dissatisfied at all thanks,None
2019-07-17 22:00:32 UTC,2019-07-17 22:06:16 UTC,completed,ios,Safari 12.1.1,7807fa00-89fd-11e8-b4c7-d918e95ded14,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,10,5,4,3,5,NA,4,NA,4,5,5,5,,,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,Can’t use with apple I pay on mobile I phone,No
2019-07-18 15:38:26 UTC,2019-07-18 15:40:41 UTC,completed,ios,Safari 12.1.1,5b114bb0-8a5a-11e8-80ea-0cc01d5a8333,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),7,8,5,3,5,5,5,2,5,3,5,5,5,,,,,,,,,,,None of the above,It would be better if you could take payments over the phone  like your competitor PayPal,Over the phone payments
2019-07-18 15:52:08 UTC,2019-07-18 15:54:45 UTC,completed,ios,Safari 12.0,65c841c0-8a5b-11e8-b389-e7c65b91afa1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,4,5,4,4,NA,5,5,3,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,Tools to manage inventory,,,Wouldn’t mind a 3G version for when WiFi goes down,3/4g option
2019-07-18 15:58:34 UTC,2019-07-18 16:04:17 UTC,completed,ios,Safari 12.1.1,07e491c0-8ad4-11e8-9ab6-5faf98cb867f,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,3,5,NA,5,NA,5,NA,4,5,5,NA,,,,Card Reader,Invoicing,,Tools to track and analyze sales,,,Accounting tools,,I wish you offered a case for the card reader when I am travelling to clients,None
2019-07-18 16:13:48 UTC,2019-07-18 16:16:08 UTC,completed,android,Chrome 67.0.3396.87,85be0130-8aac-11e8-a279-59d14e9c12ab,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online ads,10,10,NA,NA,5,5,5,5,NA,5,5,5,5,,,,,,,,,,Accounting tools,,I am completely satisfied with the whole package,Nothing at present
2019-07-18 17:40:59 UTC,2019-07-18 17:43:29 UTC,completed,android,Chrome 67.0.3396.87,82ef9bc0-8aa8-11e8-ab76-5c9860877019,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,4,5,NA,5,NA,4,NA,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,Card Reader,,Point-of-sale system,Tools to track and analyze sales,,,,,N/A,N/A
2019-07-18 17:58:21 UTC,2019-07-18 18:02:02 UTC,completed,ios,Safari 12.1.1,bbc40be0-8a7e-11e8-a69d-3c8746f67ea7,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,Accounting tools,,I’m very happy with the iZettle card reader and the use within my business.,It would be good if you could send the receipt to your customers mobile phone
2019-07-18 18:57:29 UTC,2019-07-18 19:00:30 UTC,completed,ios,Safari 12.1.1,56cbecf0-8a72-11e8-b05e-d614cf61a0f6,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,3,5,3,5,3,5,3,5,5,,,,Card Reader,Invoicing,,Tools to track and analyze sales,,,,,Over the phone transactions,I can’t take payment over the phone
2019-07-18 19:11:25 UTC,2019-07-18 19:15:31 UTC,completed,android,Chrome 67.0.3396.87,3391b0b0-89fc-11e8-9892-c78fe2a512d3,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,NA,NA,5,NA,5,5,NA,5,5,5,NA,,,,,,,,,,,None of the above,Nothing,Nothing
2019-07-18 19:26:05 UTC,2019-07-18 19:29:15 UTC,completed,ios,Safari 12.1.1,f19ed5d0-62d0-11e9-9c99-f5d22bca9b7c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,None of the above,Satisfied with everything excellent.👍🏻,None
2019-07-18 21:21:51 UTC,2019-07-18 21:23:37 UTC,completed,android,Chrome 67.0.3396.87,d986d040-8a83-11e8-8c23-37ce9679d7f3,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,NA,5,4,5,5,5,NA,5,5,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Nothing. Been really pleased with its ease of use!,None
