Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Comment avez-vous entendu parler d'iZettle ?,"2. 2. Dans l'ensemble, quel est votre niveau de satisfaction vis-à-vis d'iZettle sur une échelle de 1 à 10 ?",3. 3. Quelle est la probabilité que vous recommandiez iZettle à un ami ou à un collègue ?,"4.1. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des lecteurs de carte","4.2. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux frais de transaction","4.3. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des rapports d'activité","4.4. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À votre compte sur my.izettle.com","4.5. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux virements","4.6. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : D'accepter des paiements","4.7. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À notre communication (par ex. à propos de nouvelles fonctionnalités, trucs & astuces, mises à jour)","4.8. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des reçus pour vos clients","4.9. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Du service client","4.10. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À la compatibilité avec les accessoires (par ex. imprimantes, supports, lecteur de code-barres, etc.)","5. 5. Parmi les produits, services ou solutions ci-dessous, lesquels, à votre avis, iZettle pourrait proposer aux petites entreprises ?",,,,,,,,,,,6. 6. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a quelque chose en particulier dont vous n'êtes pas satisfait :,7. 7. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a une fonctionnalité qui vous manque dans notre service aujourd'hui :
2019-06-25 09:56:34 UTC,2019-06-25 09:59:52 UTC,completed,mac,Safari 12.1.1,41728f26-4ff7-11e9-8cbf-d60db790cde1,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,10,5,3,4,4,5,5,5,4,4,NA,,,,Outils comptables,,,Facturation,,,,,"Dans l'ensemble, très satisfait. Le lecteur est agréable à utiliser, les transactions sont rapides & vite créditées. Montant des frais un peu élevé.","Pour mon utilisation, RAS."
2019-06-25 15:18:46 UTC,2019-06-25 15:23:20 UTC,completed,android,Chrome 75.0.3770.101,0b7d5f50-7851-11e8-a43d-2bfaed1b6af5,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,9,10,5,4,4,5,5,4,3,5,5,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Not really anything,No
2019-06-25 15:27:58 UTC,2019-06-25 15:30:03 UTC,completed,android,Chrome 75.0.3770.101,45e5c560-78b5-11e8-a69c-e7a325c84657,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,10,10,5,3,5,5,5,4,5,5,5,5,Outils de gestion des stocks,,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Non très satisfaite,Neant
2019-06-25 18:13:16 UTC,2019-06-25 18:16:43 UTC,completed,android,Chrome 67.0.3396.87,6916ffcc-4f8d-11e9-a99d-aa43634b48fd,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),5,7,5,2,4,3,3,3,4,4,3,3,,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,Outils de gestion du personnel,,,,,,,Rien à dire,"Si je pouvais les avoir à 19€,je vous en prend 8 de plus 
Bonne soirée"
2019-06-25 19:59:00 UTC,2019-06-25 20:02:04 UTC,completed,windows,Chrome 75.0.3770.100,1f4eaa88-50a6-11e9-9744-879ef946fb20,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,3,5,5,4,5,4,5,4,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,ras,ras
2019-06-25 20:03:18 UTC,2019-06-25 20:05:51 UTC,completed,android,Chrome 67.0.3396.87,3cf03d00-77c5-11e8-aeae-fdd5c23f9881,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,9,4,3,4,4,4,4,5,4,4,NA,,,,,,,,,,Aucune des réponses ci-dessus,,rien à dire,idem
2019-06-26 05:08:32 UTC,2019-06-26 05:16:26 UTC,completed,ios,Safari 12.1.1,380734c2-507f-11e9-a6c8-f09fe46d3b27,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",10,10,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,Aucune des réponses ci-dessus,,Aucune tout et bien ficelé.,Pour mon compte personnel tout est parfait.
2019-06-26 05:12:41 UTC,2019-06-26 05:14:25 UTC,completed,mac,Chrome 75.0.3770.100,26fcf330-7892-11e8-b4c2-171267053e21,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,9,9,5,4,4,4,5,5,NA,4,NA,NA,Outils de gestion des stocks,,,,,,Facturation,,,,,rien à signaler,rien à signaler poru l'usage que j'ai
2019-06-26 06:20:07 UTC,2019-06-26 06:23:27 UTC,completed,android,Chrome 67.0.3396.87,fa7b77f0-77e2-11e8-ba97-48282dbabd6c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",9,9,4,2,4,4,5,4,3,4,3,3,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,,,,,,,,,Très satisfait,Un programme de fidélité peut être
2019-06-26 07:26:10 UTC,2019-06-26 07:29:56 UTC,completed,android,Chrome 75.0.3770.101,4c447f50-787e-11e8-8da9-4c7beed43bb4,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,9,10,5,4,4,5,5,5,5,5,5,4,,,,,,,,,,Aucune des réponses ci-dessus,,Tout va bien,Rien
2019-06-26 15:42:48 UTC,2019-06-26 15:47:11 UTC,completed,windows,Firefox 67.0,88641260-797e-11e8-bb39-fc49249e9070,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,4,3,4,4,4,4,3,4,4,4,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,.,"envoi possible sms ( reçu ) sur  ligne  etrangere ( luxembourg,  belgique, ...)"
2019-06-26 16:03:35 UTC,2019-06-26 16:08:33 UTC,completed,windows,Chrome 75.0.3770.100,86c103a0-7924-11e8-af17-5e9cba78f9f5,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,10,5,4,5,5,5,5,5,5,5,5,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Je souhaiterai effacer les encaissement reçus sur mon portable.,idem
2019-06-26 19:02:30 UTC,2019-06-26 19:12:19 UTC,completed,android,Chrome 75.0.3770.101,c79e2b44-517f-11e9-8da9-96203e27486c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),7,7,5,1,5,4,4,4,4,4,5,NA,Outils de gestion des stocks,,,Outils comptables,,,,,,,,"Vous présentez des frais qui sont acceptables à première vue mais vous oubliez de mentionner qu'ils sont prélevés sur le total TTC de la transaction. C'est très énervant de constater cette petite bidouille marketing après avoir acheté le lecteur de carte et commencé à l' utiliser.
Votre taux n'est pas de 1,75% mais de 2,10%.",Non
2019-06-26 20:10:13 UTC,2019-06-26 20:13:34 UTC,completed,ios,Safari 12.1.1,1bb729c0-7985-11e8-a8a8-bc8506c32588,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,5,7,4,2,2,4,3,4,2,2,3,1,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Compatible accessoires,Lecteur carte
2019-06-27 04:48:16 UTC,2019-06-27 04:51:04 UTC,completed,windows,Chrome 75.0.3770.100,8d655746-513d-11e9-a491-bdf882415e14,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,9,5,3,4,4,4,4,4,4,4,4,,Outils de suivi et d'analyse des ventes,,,,,,,,,,rien,rien
2019-06-27 07:53:27 UTC,2019-06-27 07:56:52 UTC,completed,windows,Chrome 75.0.3770.100,20a2db5a-5148-11e9-887c-86982f6c59d6,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,9,5,3,5,5,5,5,5,5,5,NA,,,,,,,,,,Aucune des réponses ci-dessus,,"rien, tout va bien !","aucune, cela me suffit"
2019-06-27 15:21:13 UTC,2019-06-27 15:23:41 UTC,completed,windows,Firefox 56.0,fab36490-7a16-11e8-8ad7-ea7774f71ddc,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,10,5,5,4,4,5,4,4,5,4,3,,,,,,,Facturation,,,,,Je suis entièrement satisfaite de vos services et je vous recommande très régulièrement à nombre d'entrepreneurs.,Aucun soucis.
2019-06-27 15:22:58 UTC,2019-06-27 15:26:47 UTC,completed,windows,Firefox 67.0,1b764100-7a05-11e8-963e-27e56d9d562a,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,4,4,3,4,5,4,4,3,NA,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,Système de point de vente,Lecteur de carte,,,On aimerait pouvoir envoyer les paiement à distance par e-mail également.,On aimerait pouvoir envoyer les paiement à distance par e-mail également.
2019-06-27 15:23:42 UTC,2019-06-27 15:26:08 UTC,completed,ios,Safari 12.1.1,a9482d30-7a42-11e8-bbdc-4713cd805d7d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,8,10,4,2,4,3,3,NA,2,1,NA,NA,,,Fonction de gestion de la fidélisation / CRM,,,,Facturation,,,,,Non,Je ne sais pas envoyer de reçu mais je n’ai pas encore pris le temps de regarder comment ça marche.
2019-06-27 15:30:18 UTC,2019-06-27 15:32:12 UTC,completed,windows,Chrome 75.0.3770.100,e0c70a80-7a3b-11e8-8386-f089f64d5b7e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,4,4,4,4,5,NA,2,NA,2,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Incompatibilité avec les imprimantes classiques pour imprimer les reçus... Dommage ;-).,Impression de reçus avec imprimantes classiques.
2019-06-27 17:18:51 UTC,2019-06-27 17:22:00 UTC,completed,android,Chrome 67.0.3396.87,5daa2ce0-7a31-11e8-af90-0551ce281bbf,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,9,NA,3,NA,NA,3,5,4,4,NA,NA,,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,Facturation,,,,,Rien,Non
2019-06-27 17:50:10 UTC,2019-06-27 17:54:12 UTC,completed,android,Chrome 73.0.3683.90,9dd7fae0-79e1-11e8-8271-493e61242279,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),7,7,4,3,4,4,5,5,5,NA,NA,NA,,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,,,,,,Mieux voir les tarifs produits sur le produit à mettre dans le panier,Pour le moment je suis satisfait
2019-06-27 20:24:57 UTC,2019-06-27 20:27:33 UTC,completed,ios,Safari 12.1.1,5dbd7372-5244-11e9-a8d0-25c45b983b4d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,4,3,5,5,5,5,5,5,5,5,Outils de gestion des stocks,,,,,,,,,,,Peut être un moyen moins onéreux pour le paiement à distance,Paiement à distance
2019-06-27 20:51:18 UTC,2019-06-27 21:14:23 UTC,completed,android,Chrome 75.0.3770.101,f93ba63a-5207-11e9-af44-2815c5af5709,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,5,3,5,4,5,4,3,4,4,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,Lecteur de carte,,,Je suis satisfaite de mon boîtier izeetle et de ces fontionnalites,NA
2019-06-27 21:28:32 UTC,2019-06-27 21:34:29 UTC,completed,android,Chrome 67.0.3396.87,8c1b3b00-7a4f-11e8-96f8-2fe73754c34f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,9,4,2,4,4,4,4,3,4,3,NA,,Outils de suivi et d'analyse des ventes,,,,,,,Lecteur de carte,,,Pas de possibilité d'encaisser sur des comptes différents : plusieurs artisans exposent dans ma boutique,Je ne sais pas
2019-06-28 06:33:33 UTC,2019-06-28 06:57:52 UTC,completed,windows,Chrome 75.0.3770.100,311ee720-512b-11e9-ac30-dbe95e8eb400,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,7,8,4,2,3,3,5,4,4,4,3,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Synthèses des ventes,"Paiement par chèque ( en plus des options lien, carte et espèces)"
2019-06-28 09:39:42 UTC,2019-06-28 09:42:46 UTC,completed,windows,Chrome 75.0.3770.100,b1bb9b5c-4f5b-11e9-95f5-6920de935833,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,9,9,5,4,4,5,5,5,4,5,NA,NA,,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,,,,,,RAS. Evolution des frais selon le montant des transactions...,RAS
2019-06-28 15:45:03 UTC,2019-06-28 15:49:21 UTC,completed,windows,Microsoft Edge 17.17134,c087f540-7b17-11e8-8537-3f5ec5ae143e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,9,10,5,4,5,5,4,5,5,4,NA,NA,,Outils de suivi et d'analyse des ventes,,,,,,,,,,"Le fait de ne pouvoir utiliser le terminal en certains endroits (campagne) mais faute de réseau, vous n'y êtes pour rien ! sinon, outils parfait pour la saisonnalité de mes activités!","non,"
2019-06-28 16:33:29 UTC,2019-06-28 16:37:57 UTC,completed,android,Chrome 74.0.3729.157,274c1120-7aa1-11e8-af01-cc31dc66fc3d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,5,3,NA,NA,3,4,4,2,4,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Les délais de virement,
2019-06-28 17:20:35 UTC,2019-06-28 17:23:25 UTC,completed,ios,Safari 12.0,474686f0-7aaf-11e8-8409-3a1d894438ef,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,4,5,5,5,4,5,4,3,5,,,,,Outils de gestion du personnel,,Facturation,,,,,Le prix. Des imprimantes tickets trop élevés pour moi,Non tout va bien
2019-06-28 20:10:11 UTC,2019-06-28 20:14:48 UTC,completed,mac,Firefox 67.0,6e41eca4-5227-11e9-80a7-b9ced3b6a572,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Démarchage commercial de izettle,9,9,4,5,5,NA,5,5,4,NA,4,5,,,,,,,,,Lecteur de carte,,,"Le lecteur de carte ne marche que quand le réseau est optimal. Je travaille dans Paris, à côté du musée du Louvre, quand il n'y a que 3 barres de réseau et pas 4 le lecteur ne marche pas. C'est ennuyeux.",rien à dire. Je veux du simple : que mes clients me paient en direct par carte à la fin de la prestation de service. je n'ai pas d'autre besoin.
2019-06-28 21:41:52 UTC,2019-06-28 21:52:33 UTC,completed,mac,Safari 12.1.1,66b4fcb0-7afa-11e8-9b1b-b1b12999ed28,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,8,8,5,3,5,5,5,5,4,5,5,NA,,,,Outils comptables,,,Facturation,,,,,"Quand le boîtier du terminal payement par carte est déchargé, il n'y a aucun signe. On le sait juste à la transaction... il faut donc chercher le fil, le brancher et faire attendre le client, et encore, il faur déviner que c'est là le problème...","Si on a oublié allumer le bluethoot ou wifi sur la tablette ou wifi sur la box, il y a juste la notification le ""problème ..."" sans explication... ça pourrait être plus intéressant si l'appareil détecterai ce qui manque et afficherai: ""bluethoot n'est pas connecté"" etc... au début de l'utilisation on ne comprend pas forcement..."
2019-06-29 15:19:47 UTC,2019-06-29 15:26:25 UTC,completed,android,Chrome 67.0.3396.87,08bec560-7b8f-11e8-8e1a-46f3d40e0256,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,8,7,4,4,5,4,4,4,3,4,4,3,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,Outils comptables,,,,,,,,"Bjr,  le délai entre la transaction et le versement sur le compte...il s'est bien réduit pour les jours ouvrés ces derniers temps. 
Si la commission pouvait un peu diminuer de quelques centimes..sinon en un an d'utilisation, seulement 2 dysfonctionnements..cordialement",Rien de bien précis
2019-06-29 21:41:12 UTC,2019-06-29 21:46:25 UTC,completed,windows,Firefox 67.0,8574bcc2-539d-11e9-832f-f55992a12436,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",8,9,5,3,5,5,5,5,4,4,NA,NA,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,,,,Facturation,,,,,"Manque de rapidité d'execution de l'application lorsque le temps entre deux transactions est assez important > 15min.
Copie sur notre écran du reçu envoyé au client, afin de le leur présenter sans qu'ils n'aient à consulter leur email ou sortir le téléphone du fond du sac.",cf. question précédente
2019-06-30 14:26:41 UTC,2019-06-30 14:31:30 UTC,completed,android,Chrome 67.0.3396.87,c8fc50b0-7b4c-11e8-a493-da796b1768ee,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Banque en ligne,8,7,4,1,4,4,4,4,3,2,3,3,Outils de gestion des stocks,,,Outils comptables,,,Facturation,,,,,Les frais de commisions restent trop élevés,Tt ok
2019-06-30 16:41:50 UTC,2019-06-30 16:45:39 UTC,completed,android,Chrome 73.0.3683.90,29d101d0-7c63-11e8-bb37-fa7601ad0840,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,10,5,3,5,NA,4,5,5,5,3,NA,,,Fonction de gestion de la fidélisation / CRM,,,,Facturation,,,,,La possibilité de mettre un niveau de TVA par défaut lorsqu'un montant est rentré. Par défaut sur 20% ne correspond pas à mon cas,Éventuellement un service de facturation
2019-07-01 06:41:43 UTC,2019-07-01 06:46:01 UTC,completed,android,Chrome 75.0.3770.101,81ef7032-5466-11e9-8724-0d2043b31a55,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,5,1,4,4,4,4,4,2,4,NA,,,,,,,Facturation,,,,,Préciser le seuil d abaissement des frais prélevés,NA
2019-07-01 10:48:28 UTC,2019-07-01 10:52:16 UTC,completed,android,Chrome 67.0.3396.87,222e28c0-7c92-11e8-979f-eab0acc15c58,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,8,8,5,3,4,5,4,5,4,5,5,4,,,,Outils comptables,,,,,,,,Ras dans l'ensemble,Ras
2019-07-01 17:23:09 UTC,2019-07-01 17:26:30 UTC,completed,ios,Safari 12.1.1,6c542aa0-7d49-11e8-9acf-4cedecc7a1fd,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,8,8,4,4,5,4,4,3,4,5,5,NA,,,,,,,,,,Aucune des réponses ci-dessus,,"Je suis déçue de ne pas pouvoir encaisser à distance, Vad....",Encaisser à distance
2019-07-02 04:19:54 UTC,2019-07-02 04:22:08 UTC,completed,windows,Chrome 75.0.3770.100,ca117af4-556f-11e9-a9ab-4764400fac95,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,9,9,5,3,5,5,5,5,5,5,5,5,Outils de gestion des stocks,,,,,,,,Lecteur de carte,,,peut être la commission un peu élevée lorsque beaucoup de ventes (sur une foire par exemple),RAS
2019-07-02 05:14:34 UTC,2019-07-02 05:16:05 UTC,completed,ios,Safari 12.1,bc873b80-7cee-11e8-965a-84917a75c10d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,4,2,5,NA,3,5,4,5,5,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Non tout est très bien merci,Aucune
2019-07-02 06:32:36 UTC,2019-07-02 06:36:36 UTC,completed,ios,Safari 12.1.1,80e9580a-5534-11e9-b418-bdff9249d922,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",9,9,5,3,5,5,5,5,4,5,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Non,Non
2019-07-02 16:01:28 UTC,2019-07-02 16:04:05 UTC,completed,android,Chrome 75.0.3770.101,f82d6af0-7e11-11e8-9e2b-9e3dcd91bdb2,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,9,10,5,1,3,NA,4,5,3,3,NA,NA,,,,Outils comptables,,,Facturation,,,,,Compatibilité en Égypte! ;-),Non
2019-07-02 18:12:33 UTC,2019-07-02 18:16:44 UTC,completed,android,Chrome 75.0.3770.101,a7e8f040-7d40-11e8-a4ef-67cf1f46b316,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Télévision,5,6,3,3,4,3,3,4,3,3,3,3,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Aucune,Le ticket pour les personnes âgées
2019-07-02 19:40:54 UTC,2019-07-02 19:43:38 UTC,completed,ios,Safari 12.1.1,529feb4a-55e2-11e9-b350-82e8ad8c6a86,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Salon SME Paris ,10,10,5,5,4,4,5,5,4,5,4,NA,,,,Outils comptables,,,,,,,,Sans objet,Non
2019-07-02 21:21:50 UTC,2019-07-02 21:23:54 UTC,completed,ios,Safari 12.1.1,0d9d9902-565a-11e9-810b-6ca29b8add4b,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,5,5,5,5,5,5,5,5,5,3,,Outils de suivi et d'analyse des ventes,,,,,,,,,,Ras,Non
2019-07-02 23:10:09 UTC,2019-07-02 23:13:19 UTC,completed,android,Chrome 67.0.3396.87,4bc0ff90-7df1-11e8-8123-597dac1c7e48,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,3,2,4,4,3,4,3,4,4,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,,,,,,La possibilité de faire des caution,Faire des cautions par emprunt de cb
2019-07-03 05:32:30 UTC,2019-07-03 05:35:12 UTC,completed,ios,Safari 12.1.1,40b6ac4a-5635-11e9-8abd-66ab4f23753d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,2,5,5,5,5,5,5,5,5,,,,Outils comptables,,,,,,,,Ras,Ras
2019-07-03 06:07:27 UTC,2019-07-03 06:11:09 UTC,completed,android,Chrome 75.0.3770.101,84af7ed0-7db0-11e8-89d0-7e2725f16c54,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Télévision,9,9,5,4,5,4,4,4,4,4,4,4,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,,,,,,,,,.,.
2019-07-03 15:33:31 UTC,2019-07-03 15:34:50 UTC,completed,android,Chrome 75.0.3770.101,0778fbe0-7ee5-11e8-8bd5-898a79a0fe51,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,10,5,3,5,5,5,5,4,4,5,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Ras,Ras
2019-07-03 18:35:11 UTC,2019-07-03 18:45:40 UTC,completed,android,Chrome 74.0.3729.157,2189fb9a-55a6-11e9-9208-fda00ed8c84b,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,4,2,4,4,4,4,4,2,4,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,Lecteur de carte,,,Ce que je n'aime pas c'est quand on veut donner un ticket par mail ou par SMS si jamais le réseau se coupe on se rend pas forcément compte que la transaction n'est pas  arrivé à son terme donc il faudrait tout recommencer mais le problème y'a  rien qui nous signale que la transaction n'est pas passé donc on perd de l'argent et après coup on on a pas le moyen de retrouver le client,À part le problème que j'ai énuméré précédemment je trouve que ça fonctionne pas trop mal je suis plutôt satisfait
